source,etype,target,time,date
716132,0,713701,147521,2015-05-13 06:58:41
713909,0,716132,147594,2015-05-13 06:59:54
712406,0,716132,150854,2015-05-13 07:54:14
716132,0,713400,155355,2015-05-13 09:09:15
716132,0,712829,175688,2015-05-13 14:48:08
713701,0,716132,198557,2015-05-13 21:09:17
711482,0,716132,213008,2015-05-14 01:10:08
712620,0,716132,226548,2015-05-14 04:55:48
714853,0,716132,231107,2015-05-14 06:11:47
714258,0,716132,271339,2015-05-14 17:22:19
716132,0,717431,271351,2015-05-14 17:22:31
716132,0,716300,307622,2015-05-15 03:27:02
716132,0,713947,314326,2015-05-15 05:18:46
716132,0,716701,315539,2015-05-15 05:38:59
716132,0,712697,388543,2015-05-16 01:55:43
712967,0,716132,406057,2015-05-16 06:47:37
716132,0,712841,406069,2015-05-16 06:47:49
716132,0,714564,491064,2015-05-17 06:24:24
707319,0,716132,498030,2015-05-17 08:20:30
716132,0,710412,509712,2015-05-17 11:35:12
716132,0,719159,513226,2015-05-17 12:33:46
714116,0,716132,513245,2015-05-17 12:34:05
716132,0,1963161,516914,2015-05-17 13:35:14
711831,0,716132,516925,2015-05-17 13:35:25
716132,0,717881,534557,2015-05-17 18:29:17
709345,0,716132,541881,2015-05-17 20:31:21
708747,0,716132,566920,2015-05-18 03:28:40
1963161,0,716132,582062,2015-05-18 07:41:02
716132,0,713919,582110,2015-05-18 07:41:50
716132,0,710486,617470,2015-05-18 17:31:10
717448,0,716132,628853,2015-05-18 20:40:53
716132,0,713767,645905,2015-05-19 01:25:05
709577,0,716132,661094,2015-05-19 05:38:14
716132,0,713876,688673,2015-05-19 13:17:53
716132,0,715225,702882,2015-05-19 17:14:42
710291,0,716132,703962,2015-05-19 17:32:42
716132,0,707680,704020,2015-05-19 17:33:40
709658,0,716132,733321,2015-05-20 01:42:01
715521,0,716132,764441,2015-05-20 10:20:41
713876,0,716132,764786,2015-05-20 10:26:26
704558,0,716132,764832,2015-05-20 10:27:12
716132,0,704924,839928,2015-05-21 07:18:48
716132,0,713958,840012,2015-05-21 07:20:12
716132,0,712941,891013,2015-05-21 21:30:13
721279,0,716132,918553,2015-05-22 05:09:13
714180,0,716132,973191,2015-05-22 20:19:51
716132,0,713725,1079702,2015-05-24 01:55:02
716132,0,713028,1148628,2015-05-24 21:03:48
716132,0,709815,1212032,2015-05-25 14:40:32
716132,0,704449,1216485,2015-05-25 15:54:45
713639,0,716132,1216492,2015-05-25 15:54:52
721069,0,716132,1331188,2015-05-26 23:46:28
709000,0,716132,1331189,2015-05-26 23:46:29
713909,0,716132,1510770,2015-05-29 01:39:30
716132,0,711981,1510777,2015-05-29 01:39:37
711975,0,716132,1535420,2015-05-29 08:30:20
712466,0,716132,1758410,2015-05-31 22:26:50
716132,0,724167,1761472,2015-05-31 23:17:52
716132,0,714666,1768406,2015-06-01 01:13:26
714705,0,716132,1804905,2015-06-01 11:21:45
708815,0,716132,1829256,2015-06-01 18:07:36
701678,0,716132,1864999,2015-06-02 04:03:19
1376868,0,716132,1958412,2015-06-03 06:00:12
708944,0,716132,1993000,2015-06-03 15:36:40
715933,0,716132,2138839,2015-06-05 08:07:19
716132,0,715014,2167226,2015-06-05 16:00:26
700676,0,716132,2167228,2015-06-05 16:00:28
710015,0,716132,2171685,2015-06-05 17:14:45
716132,0,713997,2221013,2015-06-06 06:56:53
699328,0,716132,2241827,2015-06-06 12:43:47
711606,0,716132,2245151,2015-06-06 13:39:11
695745,0,716132,2252013,2015-06-06 15:33:33
716132,0,714083,2273846,2015-06-06 21:37:26
698539,0,716132,2283292,2015-06-07 00:14:52
710631,0,716132,2283293,2015-06-07 00:14:53
716132,0,723960,2317454,2015-06-07 09:44:14
716132,0,717444,2324012,2015-06-07 11:33:32
713020,0,716132,2324021,2015-06-07 11:33:41
716132,0,707020,2339661,2015-06-07 15:54:21
718452,0,716132,2339698,2015-06-07 15:54:58
710438,0,716132,2339922,2015-06-07 15:58:42
708175,0,716132,2389859,2015-06-08 05:50:59
716132,0,718815,2389864,2015-06-08 05:51:04
726228,0,716132,2405647,2015-06-08 10:14:07
716132,0,713639,2405648,2015-06-08 10:14:08
716132,0,702243,2437343,2015-06-08 19:02:23
707640,0,716132,2482350,2015-06-09 07:32:30
716132,0,707795,2579837,2015-06-10 10:37:17
722312,0,716132,2630450,2015-06-11 00:40:50
716132,0,691250,2682896,2015-06-11 15:14:56
713378,0,716132,2682920,2015-06-11 15:15:20
716132,0,707459,2747879,2015-06-12 09:17:59
690192,0,716132,2753566,2015-06-12 10:52:46
716132,0,718154,2753597,2015-06-12 10:53:17
716132,0,694473,2768593,2015-06-12 15:03:13
691178,0,716132,2799468,2015-06-12 23:37:48
716092,0,716132,2809098,2015-06-13 02:18:18
724529,0,716132,2858282,2015-06-13 15:58:02
716132,0,724710,2901213,2015-06-14 03:53:33
709665,0,716132,2901217,2015-06-14 03:53:37
716132,0,711487,2918800,2015-06-14 08:46:40
717119,0,716132,2952805,2015-06-14 18:13:25
716132,0,729522,2998460,2015-06-15 06:54:20
723061,0,716132,2998494,2015-06-15 06:54:54
723504,0,716132,3042088,2015-06-15 19:01:28
710087,0,716132,3080125,2015-06-16 05:35:25
716132,0,714659,3095475,2015-06-16 09:51:15
719122,0,716132,3095501,2015-06-16 09:51:41
701277,0,716132,3120644,2015-06-16 16:50:44
708806,0,716132,3128592,2015-06-16 19:03:12
723058,0,716132,3173678,2015-06-17 07:34:38
690865,0,716132,3206755,2015-06-17 16:45:55
713563,0,716132,3256887,2015-06-18 06:41:27
691610,0,716132,3262336,2015-06-18 08:12:16
716132,0,733913,3262387,2015-06-18 08:13:07
716132,0,714285,3289616,2015-06-18 15:46:56
717143,0,716132,3307560,2015-06-18 20:46:00
716132,0,696660,3387312,2015-06-19 18:55:12
691180,0,716132,3387327,2015-06-19 18:55:27
716132,0,710594,3408611,2015-06-20 00:50:11
709951,0,716132,3408652,2015-06-20 00:50:52
716132,0,713429,3508090,2015-06-21 04:28:10
713701,0,716132,3543834,2015-06-21 14:23:54
716132,0,713563,3543871,2015-06-21 14:24:31
738925,0,716132,3763782,2015-06-24 03:29:42
716132,0,710807,3974198,2015-06-26 13:56:38
721867,0,716132,3989644,2015-06-26 18:14:04
716132,0,737317,3989669,2015-06-26 18:14:29
716132,0,711062,4004109,2015-06-26 22:15:09
707305,0,716132,4004181,2015-06-26 22:16:21
734854,0,716132,4035160,2015-06-27 06:52:40
716132,0,702698,4035181,2015-06-27 06:53:01
712302,0,716132,4049510,2015-06-27 10:51:50
716132,0,712710,4049514,2015-06-27 10:51:54
716132,0,733399,4052733,2015-06-27 11:45:33
730505,0,716132,4052755,2015-06-27 11:45:55
728871,0,716132,4103295,2015-06-28 01:48:15
716132,0,724979,4103318,2015-06-28 01:48:38
716132,0,708093,4112777,2015-06-28 04:26:17
716132,0,724460,4123595,2015-06-28 07:26:35
711056,0,716132,4199270,2015-06-29 04:27:50
716132,0,716309,4199301,2015-06-29 04:28:21
716132,0,715573,4242208,2015-06-29 16:23:28
716132,0,716478,4253674,2015-06-29 19:34:34
696966,0,716132,4253679,2015-06-29 19:34:39
716132,0,1376868,4282569,2015-06-30 03:36:09
702652,0,716132,4282604,2015-06-30 03:36:44
716132,0,705454,4317007,2015-06-30 13:10:07
728886,0,716132,4318422,2015-06-30 13:33:42
716132,0,700061,4318458,2015-06-30 13:34:18
716132,0,741255,4353638,2015-06-30 23:20:38
722976,0,716132,4383521,2015-07-01 07:38:41
716132,0,690356,4383544,2015-07-01 07:39:04
716132,0,691208,4542380,2015-07-03 03:46:20
716300,0,716132,4628259,2015-07-04 03:37:39
692800,0,716132,4751714,2015-07-05 13:55:14
716132,0,714571,4751778,2015-07-05 13:56:18
716667,0,716132,4861055,2015-07-06 20:17:35
716132,0,701625,4861066,2015-07-06 20:17:46
706143,0,716132,4894805,2015-07-07 05:40:05
716132,0,721705,4894869,2015-07-07 05:41:09
733504,0,716132,4902838,2015-07-07 07:53:58
716132,0,715923,4902866,2015-07-07 07:54:26
716132,0,698145,4919133,2015-07-07 12:25:33
1909365,0,716132,4919143,2015-07-07 12:25:43
706741,0,716132,4928144,2015-07-07 14:55:44
716132,0,742020,4932431,2015-07-07 16:07:11
713165,0,716132,4932695,2015-07-07 16:11:35
716132,0,691171,4932733,2015-07-07 16:12:13
710594,0,716132,4956415,2015-07-07 22:46:55
716132,0,729169,5013612,2015-07-08 14:40:12
715356,0,716132,5013688,2015-07-08 14:41:28
716132,0,700026,5192671,2015-07-10 16:24:31
716132,0,696086,5193897,2015-07-10 16:44:57
712574,0,716132,5193923,2015-07-10 16:45:23
711600,0,716132,5196398,2015-07-10 17:26:38
717899,0,716132,5262570,2015-07-11 11:49:30
728397,0,716132,5270733,2015-07-11 14:05:33
719713,0,716132,5277556,2015-07-11 15:59:16
740940,0,716132,5283683,2015-07-11 17:41:23
713743,0,716132,5317506,2015-07-12 03:05:06
711502,0,716132,5319306,2015-07-12 03:35:06
735482,0,716132,5332576,2015-07-12 07:16:16
716132,0,688218,5340066,2015-07-12 09:21:06
690261,0,716132,5340106,2015-07-12 09:21:46
716132,0,712892,5382669,2015-07-12 21:11:09
716132,0,703449,5442288,2015-07-13 13:44:48
716132,0,705673,5453052,2015-07-13 16:44:12
716132,0,725641,5469722,2015-07-13 21:22:02
712312,0,716132,5469750,2015-07-13 21:22:30
722976,0,716132,5545622,2015-07-14 18:27:02
716132,0,684353,5667093,2015-07-16 04:11:33
684352,0,716132,5667127,2015-07-16 04:12:07
713876,0,716132,5707878,2015-07-16 15:31:18
716132,0,731018,5707946,2015-07-16 15:32:26
727668,0,716132,5709391,2015-07-16 15:56:31
716132,0,713909,5709440,2015-07-16 15:57:20
716132,0,712900,5828161,2015-07-18 00:56:01
722538,0,716132,5828169,2015-07-18 00:56:09
711121,0,716132,5926708,2015-07-19 04:18:28
722968,0,716132,6110246,2015-07-21 07:17:26
716132,0,697382,6110253,2015-07-21 07:17:33
716132,0,742582,6259828,2015-07-23 00:50:28
716132,0,712142,6355570,2015-07-24 03:26:10
716132,0,712753,6393799,2015-07-24 14:03:19
697692,0,716132,6519863,2015-07-26 01:04:23
716132,0,718223,6578497,2015-07-26 17:21:37
678242,0,716132,6603630,2015-07-27 00:20:30
716132,0,732577,6723645,2015-07-28 09:40:45
689158,0,716132,6730943,2015-07-28 11:42:23
716132,0,713725,6731020,2015-07-28 11:43:40
728793,0,716132,6767271,2015-07-28 21:47:51
716132,0,1963161,6821155,2015-07-29 12:45:55
713444,0,716132,6828572,2015-07-29 14:49:32
716132,0,736134,6828617,2015-07-29 14:50:17
711482,0,716132,6836346,2015-07-29 16:59:06
708677,0,716132,6856747,2015-07-29 22:39:07
716132,0,712504,6856762,2015-07-29 22:39:22
716132,0,712306,6857153,2015-07-29 22:45:53
729568,0,716132,6857363,2015-07-29 22:49:23
716132,0,717710,6857418,2015-07-29 22:50:18
701733,0,716132,6942203,2015-07-30 22:23:23
716132,0,713261,6942207,2015-07-30 22:23:27
711098,0,716132,6957895,2015-07-31 02:44:55
728291,0,716132,7000473,2015-07-31 14:34:33
711772,0,716132,7056823,2015-08-01 06:13:43
716132,0,692942,7183891,2015-08-02 17:31:31
716132,0,1376868,7331779,2015-08-04 10:36:19
699922,0,716132,7485145,2015-08-06 05:12:25
733396,0,716132,7541740,2015-08-06 20:55:40
716132,1,712858,150805,2015-05-13 07:53:25
716132,1,715483,154146,2015-05-13 08:49:06
716132,1,713266,155304,2015-05-13 09:08:24
715641,1,716132,168201,2015-05-13 12:43:21
716132,1,714981,168221,2015-05-13 12:43:41
716132,1,715771,175703,2015-05-13 14:48:23
716132,1,717293,198476,2015-05-13 21:07:56
716132,1,710616,212988,2015-05-14 01:09:48
715452,1,716132,221702,2015-05-14 03:35:02
716132,1,713005,221765,2015-05-14 03:36:05
716132,1,712400,226554,2015-05-14 04:55:54
716132,1,713639,231057,2015-05-14 06:10:57
716132,1,1376868,233850,2015-05-14 06:57:30
713701,1,716132,272812,2015-05-14 17:46:52
716132,1,1963161,283322,2015-05-14 20:42:02
710548,1,716132,283347,2015-05-14 20:42:27
718391,1,716132,307607,2015-05-15 03:26:47
716132,1,713701,312454,2015-05-15 04:47:34
716132,1,712540,312457,2015-05-15 04:47:37
719718,1,716132,314274,2015-05-15 05:17:54
711458,1,716132,315493,2015-05-15 05:38:13
711415,1,716132,316138,2015-05-15 05:48:58
709573,1,716132,323199,2015-05-15 07:46:39
716132,1,712367,323253,2015-05-15 07:47:33
716343,1,716132,337244,2015-05-15 11:40:44
712263,1,716132,337260,2015-05-15 11:41:00
716132,1,1376868,339380,2015-05-15 12:16:20
716132,1,719644,375386,2015-05-15 22:16:26
716132,1,707818,388567,2015-05-16 01:56:07
711215,1,716132,392702,2015-05-16 03:05:02
716132,1,712849,392713,2015-05-16 03:05:13
716132,1,716714,414288,2015-05-16 09:04:48
712834,1,716132,414304,2015-05-16 09:05:04
714729,1,716132,424095,2015-05-16 11:48:15
716795,1,716132,470804,2015-05-17 00:46:44
714489,1,716132,479531,2015-05-17 03:12:11
712896,1,716132,484441,2015-05-17 04:34:01
715666,1,716132,491104,2015-05-17 06:25:04
716132,1,713389,498001,2015-05-17 08:20:01
713576,1,716132,505313,2015-05-17 10:21:53
713410,1,716132,509762,2015-05-17 11:36:02
704364,1,716132,534522,2015-05-17 18:28:42
716132,1,716058,541916,2015-05-17 20:31:56
713307,1,716132,545505,2015-05-17 21:31:45
716132,1,716735,566903,2015-05-18 03:28:23
716848,1,716132,617389,2015-05-18 17:29:49
716132,1,706629,628895,2015-05-18 20:41:35
709345,1,716132,645840,2015-05-19 01:24:00
716132,1,1981017,661107,2015-05-19 05:38:27
713619,1,716132,688656,2015-05-19 13:17:36
716132,1,713909,702819,2015-05-19 17:13:39
713336,1,716132,733315,2015-05-20 01:41:55
713743,1,716132,759212,2015-05-20 08:53:32
716132,1,711356,764413,2015-05-20 10:20:13
716132,1,710594,799971,2015-05-20 20:12:51
716132,1,720252,829467,2015-05-21 04:24:27
720844,1,716132,846329,2015-05-21 09:05:29
716132,1,270116,846349,2015-05-21 09:05:49
716132,1,718210,869515,2015-05-21 15:31:55
723359,1,716132,886280,2015-05-21 20:11:20
714216,1,716132,891002,2015-05-21 21:30:02
716258,1,716132,910456,2015-05-22 02:54:16
720071,1,716132,931127,2015-05-22 08:38:47
725754,1,716132,944645,2015-05-22 12:24:05
716132,1,714437,948359,2015-05-22 13:25:59
712653,1,716132,966819,2015-05-22 18:33:39
711147,1,716132,969347,2015-05-22 19:15:47
716132,1,709916,973183,2015-05-22 20:19:43
716132,1,713256,992841,2015-05-23 01:47:21
716132,1,708033,992875,2015-05-23 01:47:55
717569,1,716132,1054566,2015-05-23 18:56:06
723154,1,716132,1070462,2015-05-23 23:21:02
708609,1,716132,1079711,2015-05-24 01:55:11
716132,1,712216,1083377,2015-05-24 02:56:17
713474,1,716132,1083467,2015-05-24 02:57:47
713701,1,716132,1091003,2015-05-24 05:03:23
716132,1,715126,1091060,2015-05-24 05:04:20
713919,1,716132,1114353,2015-05-24 11:32:33
705707,1,716132,1155003,2015-05-24 22:50:03
716132,1,722451,1163470,2015-05-25 01:11:10
716132,1,721912,1175902,2015-05-25 04:38:22
705937,1,716132,1183499,2015-05-25 06:44:59
716132,1,728189,1189267,2015-05-25 08:21:07
703788,1,716132,1189274,2015-05-25 08:21:14
729103,1,716132,1211992,2015-05-25 14:39:52
711453,1,716132,1251369,2015-05-26 01:36:09
716132,1,716410,1278356,2015-05-26 09:05:56
716132,1,712504,1298792,2015-05-26 14:46:32
705578,1,716132,1298795,2015-05-26 14:46:35
722726,1,716132,1308663,2015-05-26 17:31:03
716132,1,714124,1368184,2015-05-27 10:03:04
705601,1,716132,1368210,2015-05-27 10:03:30
709896,1,716132,1385794,2015-05-27 14:56:34
727837,1,716132,1410357,2015-05-27 21:45:57
716132,1,712948,1410367,2015-05-27 21:46:07
716132,1,704056,1527740,2015-05-29 06:22:20
712597,1,716132,1544487,2015-05-29 11:01:27
716132,1,713947,1544571,2015-05-29 11:02:51
716132,1,723828,1577038,2015-05-29 20:03:58
713725,1,716132,1591750,2015-05-30 00:09:10
712666,1,716132,1606921,2015-05-30 04:22:01
716132,1,727402,1650922,2015-05-30 16:35:22
716132,1,713346,1672137,2015-05-30 22:28:57
716132,1,710291,1672204,2015-05-30 22:30:04
716132,1,707200,1744704,2015-05-31 18:38:24
716132,1,702231,1758440,2015-05-31 22:27:20
716132,1,705933,1758475,2015-05-31 22:27:55
713919,1,716132,1758508,2015-05-31 22:28:28
258595,1,716132,1761474,2015-05-31 23:17:54
723295,1,716132,1768435,2015-06-01 01:13:55
716132,1,712302,1781106,2015-06-01 04:45:06
713132,1,716132,1781107,2015-06-01 04:45:07
716132,1,1981017,1804911,2015-06-01 11:21:51
716132,1,719122,1811498,2015-06-01 13:11:38
716132,1,716883,1859903,2015-06-02 02:38:23
713693,1,716132,1859921,2015-06-02 02:38:41
716132,1,711319,1865068,2015-06-02 04:04:28
714016,1,716132,1940548,2015-06-03 01:02:28
716132,1,723291,1958422,2015-06-03 06:00:22
716132,1,714152,2003416,2015-06-03 18:30:16
713113,1,716132,2076476,2015-06-04 14:47:56
716132,1,723792,2076521,2015-06-04 14:48:41
718790,1,716132,2083607,2015-06-04 16:46:47
716132,1,347669,2113912,2015-06-05 01:11:52
716132,1,727066,2138830,2015-06-05 08:07:10
716132,1,713094,2159002,2015-06-05 13:43:22
716132,1,719826,2201305,2015-06-06 01:28:25
716132,1,692089,2201347,2015-06-06 01:29:07
711589,1,716132,2203234,2015-06-06 02:00:34
719909,1,716132,2203236,2015-06-06 02:00:36
711282,1,716132,2221034,2015-06-06 06:57:14
716132,1,720952,2245153,2015-06-06 13:39:13
707711,1,716132,2252000,2015-06-06 15:33:20
716132,1,712829,2261177,2015-06-06 18:06:17
716132,1,715502,2269858,2015-06-06 20:30:58
709615,1,716132,2273796,2015-06-06 21:36:36
716132,1,713701,2294918,2015-06-07 03:28:38
716132,1,719404,2317390,2015-06-07 09:43:10
712733,1,716132,2322965,2015-06-07 11:16:05
716132,1,700173,2323019,2015-06-07 11:16:59
716132,1,713701,2339937,2015-06-07 15:58:57
716132,1,715785,2343403,2015-06-07 16:56:43
716132,1,705472,2421271,2015-06-08 14:34:31
724680,1,716132,2421280,2015-06-08 14:34:40
716132,1,712466,2437365,2015-06-08 19:02:45
716132,1,716448,2482331,2015-06-09 07:32:11
716132,1,710128,2503737,2015-06-09 13:28:57
716132,1,712871,2549663,2015-06-10 02:14:23
712204,1,716132,2562849,2015-06-10 05:54:09
716132,1,725228,2571546,2015-06-10 08:19:06
713444,1,716132,2579896,2015-06-10 10:38:16
716132,1,1376868,2630383,2015-06-11 00:39:43
716556,1,716132,2675262,2015-06-11 13:07:42
701769,1,716132,2688535,2015-06-11 16:48:55
716132,1,705208,2688623,2015-06-11 16:50:23
716781,1,716132,2695179,2015-06-11 18:39:39
716132,1,713619,2695214,2015-06-11 18:40:14
713052,1,716132,2696161,2015-06-11 18:56:01
716132,1,695422,2712874,2015-06-11 23:34:34
712653,1,716132,2712922,2015-06-11 23:35:22
716132,1,690702,2728112,2015-06-12 03:48:32
716132,1,710874,2745370,2015-06-12 08:36:10
717526,1,716132,2745389,2015-06-12 08:36:29
719930,1,716132,2747896,2015-06-12 09:18:16
713122,1,716132,2768557,2015-06-12 15:02:37
716132,1,713639,2799494,2015-06-12 23:38:14
716132,1,701076,2809089,2015-06-13 02:18:09
716132,1,707200,2843858,2015-06-13 11:57:38
716132,1,704158,2858337,2015-06-13 15:58:57
713245,1,716132,2880941,2015-06-13 22:15:41
716132,1,714666,2880991,2015-06-13 22:16:31
715508,1,716132,2911119,2015-06-14 06:38:39
722049,1,716132,2911153,2015-06-14 06:39:13
719002,1,716132,2918842,2015-06-14 08:47:22
707214,1,716132,2924066,2015-06-14 10:14:26
716132,1,692316,2952857,2015-06-14 18:14:17
716132,1,717418,2971953,2015-06-14 23:32:33
713736,1,716132,2972016,2015-06-14 23:33:36
716132,1,730451,3042054,2015-06-15 19:00:54
716132,1,714762,3058533,2015-06-15 23:35:33
716132,1,692998,3058583,2015-06-15 23:36:23
716132,1,705684,3066985,2015-06-16 01:56:25
716132,1,712350,3080104,2015-06-16 05:35:04
710973,1,716132,3096185,2015-06-16 10:03:05
716132,1,693504,3115709,2015-06-16 15:28:29
716132,1,720193,3120611,2015-06-16 16:50:11
713194,1,716132,3128059,2015-06-16 18:54:19
716132,1,712927,3128590,2015-06-16 19:03:10
713474,1,716132,3205314,2015-06-17 16:21:54
716132,1,713701,3206762,2015-06-17 16:46:02
723923,1,716132,3289636,2015-06-18 15:47:16
716132,1,693283,3307591,2015-06-18 20:46:31
716132,1,694569,3416467,2015-06-20 03:01:07
714036,1,716132,3416491,2015-06-20 03:01:31
716132,1,720736,3418839,2015-06-20 03:40:39
712547,1,716132,3446967,2015-06-20 11:29:27
716132,1,723987,3471564,2015-06-20 18:19:24
711303,1,716132,3508083,2015-06-21 04:28:03
716132,1,710231,3520552,2015-06-21 07:55:52
716132,1,714163,3549530,2015-06-21 15:58:50
716132,1,707484,3573896,2015-06-21 22:44:56
713336,1,716132,3575581,2015-06-21 23:13:01
716132,1,698773,3575663,2015-06-21 23:14:23
731131,1,716132,3643088,2015-06-22 17:58:08
716132,1,713459,3654975,2015-06-22 21:16:15
710967,1,716132,3655062,2015-06-22 21:17:42
716132,1,702847,3670218,2015-06-23 01:30:18
691370,1,716132,3679639,2015-06-23 04:07:19
716132,1,717273,3679678,2015-06-23 04:07:58
730393,1,716132,3735386,2015-06-23 19:36:26
699830,1,716132,3767518,2015-06-24 04:31:58
716132,1,707025,3773634,2015-06-24 06:13:54
738989,1,716132,3773707,2015-06-24 06:15:07
716132,1,1256646,3852245,2015-06-25 04:04:05
716132,1,694550,3859458,2015-06-25 06:04:18
739642,1,716132,3974189,2015-06-26 13:56:29
716132,1,695022,4032181,2015-06-27 06:03:01
702492,1,716132,4085322,2015-06-27 20:48:42
716132,1,731091,4112798,2015-06-28 04:26:38
709209,1,716132,4123623,2015-06-28 07:27:03
737611,1,716132,4127643,2015-06-28 08:34:03
731845,1,716132,4148816,2015-06-28 14:26:56
716132,1,716258,4162528,2015-06-28 18:15:28
716132,1,711943,4162531,2015-06-28 18:15:31
716132,1,720715,4222977,2015-06-29 11:02:57
716132,1,692880,4242264,2015-06-29 16:24:24
716132,1,726451,4250879,2015-06-29 18:47:59
713429,1,716132,4250917,2015-06-29 18:48:37
712441,1,716132,4289188,2015-06-30 05:26:28
716132,1,712632,4289242,2015-06-30 05:27:22
716132,1,713494,4317046,2015-06-30 13:10:46
711040,1,716132,4318985,2015-06-30 13:43:05
712604,1,716132,4353708,2015-06-30 23:21:48
716216,1,716132,4363250,2015-07-01 02:00:50
738264,1,716132,4377399,2015-07-01 05:56:39
718997,1,716132,4509344,2015-07-02 18:35:44
716132,1,708270,4542336,2015-07-03 03:45:36
353208,1,716132,4613626,2015-07-03 23:33:46
699138,1,716132,4628214,2015-07-04 03:36:54
695386,1,716132,4677120,2015-07-04 17:12:00
716132,1,691883,4677122,2015-07-04 17:12:02
724677,1,716132,4696528,2015-07-04 22:35:28
716132,1,727617,4736188,2015-07-05 09:36:28
713701,1,716132,4794237,2015-07-06 01:43:57
716132,1,741504,4794263,2015-07-06 01:44:23
701798,1,716132,4809156,2015-07-06 05:52:36
716132,1,692848,4858281,2015-07-06 19:31:21
713045,1,716132,4872879,2015-07-06 23:34:39
710985,1,716132,4915650,2015-07-07 11:27:30
716132,1,691476,4920593,2015-07-07 12:49:53
702152,1,716132,4920663,2015-07-07 12:51:03
738891,1,716132,4955255,2015-07-07 22:27:35
716132,1,713647,4955298,2015-07-07 22:28:18
716132,1,713687,4956383,2015-07-07 22:46:23
716132,1,718243,4961072,2015-07-08 00:04:32
727186,1,716132,4961106,2015-07-08 00:05:06
707331,1,716132,4973752,2015-07-08 03:35:52
713444,1,716132,5192692,2015-07-10 16:24:52
716132,1,698862,5196427,2015-07-10 17:27:07
716132,1,717214,5262551,2015-07-11 11:49:11
716132,1,717881,5277519,2015-07-11 15:58:39
716132,1,713725,5283681,2015-07-11 17:41:21
716132,1,716206,5306323,2015-07-11 23:58:43
716132,1,710152,5317556,2015-07-12 03:05:56
