source,etype,target,date
693044,0,703762,2015-12-26 00:15:30
703762,0,764098,2015-12-26 00:15:47
714310,0,703762,2015-12-28 16:34:41
703762,0,721618,2015-12-28 16:34:59
703762,0,716757,2015-12-28 18:39:15
726737,0,703762,2015-12-28 18:40:11
703762,0,714483,2015-12-30 01:11:29
687136,0,703762,2015-12-30 01:12:31
703762,0,687121,2015-12-31 03:22:20
737761,0,703762,2016-01-01 11:41:26
703762,0,713553,2016-01-02 10:09:08
703762,0,686235,2016-01-05 17:27:50
703762,0,744075,2016-01-05 17:28:03
781480,0,703762,2016-01-08 13:08:31
703762,0,716237,2016-01-08 13:09:36
711826,0,703762,2016-01-13 12:23:32
703762,0,713563,2016-01-13 12:24:44
703762,0,712574,2016-01-15 10:51:47
789959,0,703762,2016-01-16 08:34:15
703762,0,695118,2016-01-16 08:34:28
703762,0,733589,2016-01-19 23:39:47
703762,0,747763,2016-01-23 05:06:27
719562,0,703762,2016-01-26 16:11:33
703762,0,714578,2016-02-03 13:24:35
713725,0,703762,2016-02-04 08:42:33
703762,0,387706,2016-02-04 08:42:56
692465,0,703762,2016-02-05 10:11:16
703762,0,713410,2016-02-05 10:11:23
711000,0,703762,2016-02-10 01:02:05
703762,0,704573,2016-02-10 01:02:09
723816,0,703762,2016-02-17 11:29:48
703762,0,627866,2016-02-17 21:31:07
703762,0,630762,2016-02-18 13:12:57
711375,0,703762,2016-02-18 13:14:06
703762,0,713701,2016-02-18 22:17:40
703762,0,746586,2016-02-21 14:47:12
707107,1,703762,2015-12-23 19:31:29
703762,1,731325,2015-12-23 19:31:46
721366,1,703762,2015-12-25 08:24:02
703762,1,718157,2015-12-30 00:17:24
703762,1,727515,2015-12-30 01:29:42
793948,1,703762,2015-12-31 03:21:56
703762,1,781694,2015-12-31 07:16:54
703762,1,730299,2016-01-01 11:41:23
708286,1,703762,2016-01-02 10:08:46
708121,1,703762,2016-01-03 06:08:49
703762,1,679729,2016-01-03 06:09:24
731400,1,703762,2016-01-03 21:43:57
691385,1,703762,2016-01-03 21:44:30
677569,1,703762,2016-01-06 16:29:39
703762,1,634667,2016-01-09 15:02:16
725841,1,703762,2016-01-09 15:03:24
703762,1,713968,2016-01-12 18:42:54
703762,1,721979,2016-01-14 06:31:26
780066,1,703762,2016-01-14 06:32:09
675180,1,703762,2016-01-14 12:09:52
703762,1,716679,2016-01-14 12:09:56
714893,1,703762,2016-01-15 10:50:27
703762,1,713113,2016-01-16 19:53:35
769762,1,703762,2016-01-16 19:54:16
703762,1,675275,2016-01-18 10:49:35
756667,1,703762,2016-01-18 10:50:52
712441,1,703762,2016-01-19 11:06:02
713563,1,703762,2016-01-19 11:06:57
713701,1,703762,2016-01-19 23:40:35
703762,1,715521,2016-01-20 00:25:03
703762,1,648066,2016-01-22 13:12:28
703762,1,645409,2016-01-22 13:13:18
667699,1,703762,2016-01-22 20:24:25
703762,1,709086,2016-01-22 20:24:26
771835,1,703762,2016-01-23 05:07:11
721742,1,703762,2016-01-24 09:04:59
703762,1,754902,2016-01-26 16:11:56
703762,1,716804,2016-01-31 13:52:25
796993,1,703762,2016-02-03 13:24:33
560615,1,703762,2016-02-08 01:32:30
703796,1,703762,2016-02-08 01:32:58
715231,1,703762,2016-02-10 12:44:14
703762,1,652447,2016-02-10 12:44:23
703762,1,712927,2016-02-10 20:58:04
703762,1,681540,2016-02-11 04:39:15
731865,1,703762,2016-02-11 04:40:30
713366,1,703762,2016-02-14 20:39:11
703762,1,762160,2016-02-17 11:28:30
703762,1,717214,2016-02-18 22:18:02
703762,1,721215,2016-02-21 11:37:35
703762,1,695037,2016-02-21 11:39:02
792495,1,703762,2016-02-21 14:47:59
703762,2,2040565,2016-01-05 17:28:03
703762,2,2040565,2016-01-13 12:24:44
703762,2,2037885,2016-01-23 05:06:27
703762,2,2040565,2016-02-17 21:31:07
703762,2,2040565,2016-02-18 22:17:40
