source,etype,target,time,date
706333,0,714424,451722,2015-05-16 19:28:42
719279,0,706333,451793,2015-05-16 19:29:53
714205,0,706333,473809,2015-05-17 01:36:49
706333,0,705815,518655,2015-05-17 14:04:15
706333,0,713701,530420,2015-05-17 17:20:20
706333,0,714469,579927,2015-05-18 07:05:27
716727,0,706333,579941,2015-05-18 07:05:41
714867,0,706333,720349,2015-05-19 22:05:49
721723,0,706333,762972,2015-05-20 09:56:12
706333,0,707356,763054,2015-05-20 09:57:34
240292,0,706333,965642,2015-05-22 18:14:02
706333,0,713947,965689,2015-05-22 18:14:49
706333,0,240292,1042084,2015-05-23 15:28:04
726258,0,706333,1042107,2015-05-23 15:28:27
706333,0,724362,1121160,2015-05-24 13:26:00
713378,0,706333,1155327,2015-05-24 22:55:27
712318,0,706333,1220042,2015-05-25 16:54:02
706333,0,707305,1229858,2015-05-25 19:37:38
706333,0,347669,1265689,2015-05-26 05:34:49
706333,0,714163,1339343,2015-05-27 02:02:23
706333,0,711350,1348019,2015-05-27 04:26:59
706333,0,717746,1477673,2015-05-28 16:27:53
706333,0,713045,1520328,2015-05-29 04:18:48
706333,0,719266,1521849,2015-05-29 04:44:09
706333,0,726160,1534597,2015-05-29 08:16:37
706333,0,723139,1594345,2015-05-30 00:52:25
725222,0,706333,1594365,2015-05-30 00:52:45
721368,0,706333,1734950,2015-05-31 15:55:50
696881,0,706333,1789083,2015-06-01 06:58:03
706333,0,347566,1789140,2015-06-01 06:59:00
706333,0,695988,1838897,2015-06-01 20:48:17
1376868,0,706333,1838971,2015-06-01 20:49:31
708200,0,706333,1854752,2015-06-02 01:12:32
706333,0,699226,1854763,2015-06-02 01:12:43
713767,0,706333,1897554,2015-06-02 13:05:54
706333,0,716620,1897556,2015-06-02 13:05:56
706333,0,717849,2026871,2015-06-04 01:01:11
715231,0,706333,2053463,2015-06-04 08:24:23
706333,0,711147,2117355,2015-06-05 02:09:15
715298,0,706333,2142817,2015-06-05 09:13:37
726753,0,706333,2193893,2015-06-05 23:24:53
709542,0,706333,2244466,2015-06-06 13:27:46
706333,0,721829,2244555,2015-06-06 13:29:15
711154,0,706333,2347576,2015-06-07 18:06:16
692276,0,706333,2472781,2015-06-09 04:53:01
708689,0,706333,2510169,2015-06-09 15:16:09
728235,0,706333,2581620,2015-06-10 11:07:00
699980,0,706333,2731431,2015-06-12 04:43:51
706333,0,721446,2731480,2015-06-12 04:44:40
690827,0,706333,2732074,2015-06-12 04:54:34
706333,0,712960,2740689,2015-06-12 07:18:09
