source,etype,target,date
540805,0,712864,2017-11-02 04:10:03
712864,0,671143,2017-11-02 04:10:53
712864,0,714781,2017-11-02 05:57:54
555378,0,712864,2017-11-02 05:58:11
744456,0,712864,2017-11-02 14:39:41
712864,0,717899,2017-11-02 14:40:00
712864,0,712927,2017-11-02 17:50:10
994461,0,712864,2017-11-02 17:51:18
712864,0,722940,2017-11-03 02:11:50
712864,0,887579,2017-11-04 06:16:10
1044692,0,712864,2017-11-04 07:37:37
712864,0,774711,2017-11-04 11:03:54
712864,0,1019307,2017-11-04 20:40:39
713194,0,712864,2017-11-05 12:17:52
713076,0,712864,2017-11-05 17:43:43
712864,0,640275,2017-11-05 17:43:54
737268,0,712864,2017-11-05 23:38:41
712864,0,668465,2017-11-06 00:23:52
712864,0,898501,2017-11-06 06:53:46
712864,0,629991,2017-11-06 10:32:02
934947,0,712864,2017-11-06 10:33:02
669496,0,712864,2017-11-06 22:50:22
712864,0,649528,2017-11-07 06:33:42
739114,0,712864,2017-11-07 10:56:10
1004326,0,712864,2017-11-07 12:11:19
839477,0,712864,2017-11-08 01:15:30
673452,0,712864,2017-11-08 12:16:46
713459,0,712864,2017-11-08 14:27:12
665634,0,712864,2017-11-08 20:51:26
712864,0,618747,2017-11-08 20:51:52
335758,0,712864,2017-11-09 13:38:09
712864,0,840036,2017-11-09 13:38:21
712864,0,688783,2017-11-09 15:30:21
599994,0,712864,2017-11-09 16:15:05
1016282,0,712864,2017-11-09 21:50:04
712864,0,748187,2017-11-09 22:18:14
712864,0,1048087,2017-11-10 12:47:27
684513,0,712864,2017-11-11 13:28:35
712864,0,597067,2017-11-11 13:29:29
712864,0,846205,2017-11-12 04:10:49
790805,0,712864,2017-11-12 12:58:26
712864,0,796187,2017-11-12 12:58:34
819193,0,712864,2017-11-12 13:15:07
795255,0,712864,2017-11-12 14:16:21
1018121,0,712864,2017-11-12 22:49:42
754522,0,712864,2017-11-12 23:46:40
712864,0,944240,2017-11-13 00:19:46
712948,0,712864,2017-11-13 21:57:33
732987,0,712864,2017-11-14 00:30:21
712864,0,713968,2017-11-14 00:30:29
712864,0,714591,2017-11-14 02:51:57
714016,0,712864,2017-11-14 07:46:44
