source,etype,target,date
716790,0,719810,2015-05-18 11:27:08
711292,0,719810,2015-05-19 01:26:39
709135,0,719810,2015-05-19 05:29:23
719810,0,716723,2015-05-19 12:37:22
719810,0,715265,2015-05-19 15:55:23
714616,0,719810,2015-05-19 17:07:59
713947,0,719810,2015-05-20 12:13:13
719810,0,713346,2015-05-20 12:13:19
712975,0,719810,2015-05-21 16:18:16
719810,0,712997,2015-05-21 16:18:59
719810,0,713005,2015-05-22 18:17:25
713736,0,719810,2015-05-25 06:27:23
719810,0,292073,2015-05-25 06:28:54
719810,0,712905,2015-05-25 17:15:22
719810,0,710394,2015-05-26 10:45:22
713318,0,719810,2015-05-26 10:46:10
719810,0,713307,2015-05-26 21:59:36
719810,0,727406,2015-05-28 19:14:15
713378,0,719810,2015-05-29 00:56:50
719810,0,720556,2015-05-29 01:50:01
713639,0,719810,2015-05-29 15:33:38
719810,0,714860,2015-05-30 18:52:08
719810,0,694974,2015-06-07 03:57:51
703368,0,719810,2015-06-09 02:02:06
719810,0,711744,2015-06-13 09:47:43
699323,0,719810,2015-06-13 09:47:44
719810,0,705061,2015-06-15 01:53:51
715356,0,719810,2015-06-15 16:26:24
719810,0,727707,2015-06-15 16:26:48
718009,0,719810,2015-06-16 09:07:38
709605,0,719810,2015-06-18 11:16:17
719810,0,712927,2015-06-18 11:17:21
730236,0,719810,2015-06-19 04:13:22
701434,0,719810,2015-06-19 19:14:36
719810,0,713148,2015-06-20 09:35:30
714636,0,719810,2015-06-20 09:36:09
719810,0,712604,2015-06-20 18:48:18
713474,1,719810,2015-05-19 01:26:08
719810,1,713148,2015-05-19 05:29:34
703869,1,719810,2015-05-19 12:38:28
703329,1,719810,2015-05-19 15:54:26
719810,1,720972,2015-05-19 17:07:18
719810,1,716456,2015-05-20 21:21:42
712525,1,719810,2015-05-21 20:04:56
719810,1,714016,2015-05-21 22:42:52
719810,1,713444,2015-05-22 16:56:38
713968,1,719810,2015-05-22 23:15:12
719810,1,713743,2015-05-24 02:40:57
714225,1,719810,2015-05-26 00:38:34
719810,1,710394,2015-05-26 11:47:03
719810,1,726277,2015-05-26 11:47:21
712726,1,719810,2015-05-26 11:53:10
722364,1,719810,2015-05-26 16:14:14
719810,1,712703,2015-05-27 06:26:50
719810,1,713701,2015-05-27 06:27:15
711183,1,719810,2015-05-27 10:20:06
719810,1,270116,2015-05-27 20:08:24
712948,1,719810,2015-05-28 19:13:01
719810,1,714483,2015-05-29 00:56:34
719810,1,703221,2015-05-29 01:50:11
719810,1,727054,2015-05-29 15:33:54
715910,1,719810,2015-05-30 18:51:22
715062,1,719810,2015-05-31 13:14:46
719810,1,721436,2015-05-31 13:15:15
719810,1,707378,2015-06-04 19:18:36
719810,1,713194,2015-06-05 02:08:38
719810,1,715775,2015-06-05 14:02:43
691228,1,719810,2015-06-05 18:48:23
719810,1,726723,2015-06-05 18:49:44
710961,1,719810,2015-06-06 05:41:06
719810,1,713261,2015-06-06 05:41:14
715237,1,719810,2015-06-07 03:58:38
719810,1,718204,2015-06-08 09:30:59
709230,1,719810,2015-06-08 13:04:15
694226,1,719810,2015-06-08 14:15:02
719810,1,720820,2015-06-08 14:16:03
719810,1,1909365,2015-06-08 22:23:48
712960,1,719810,2015-06-08 22:24:23
719810,1,713275,2015-06-09 02:01:21
714142,1,719810,2015-06-09 21:39:28
719810,1,697028,2015-06-09 21:40:16
719810,1,724293,2015-06-10 23:23:55
725053,1,719810,2015-06-11 08:11:14
711809,1,719810,2015-06-12 16:12:37
715291,1,719810,2015-06-14 00:16:31
719810,1,713234,2015-06-16 09:07:09
719810,1,713701,2015-06-18 11:57:35
714386,1,719810,2015-06-18 21:12:49
719810,1,708421,2015-06-19 04:13:43
719810,1,698877,2015-06-19 19:15:13
719810,1,701255,2015-06-20 11:40:12
700199,1,719810,2015-06-20 18:47:18
719810,2,2038034,2015-05-20 21:21:08
719810,2,2040565,2015-05-26 10:45:22
719810,2,2040565,2015-05-26 21:59:36
719810,2,2040565,2015-06-07 03:57:51
719810,2,2040565,2015-06-15 16:26:48
