source,etype,target,time,date
705082,0,707637,500959,2015-05-17 09:09:19
707327,0,705082,570211,2015-05-18 04:23:31
711990,0,705082,594861,2015-05-18 11:14:21
705082,0,713127,594863,2015-05-18 11:14:23
705082,0,721402,693444,2015-05-19 14:37:24
706734,0,705082,755090,2015-05-20 07:44:50
705082,0,707917,798197,2015-05-20 19:43:17
715080,0,705082,798199,2015-05-20 19:43:19
705082,0,709528,953902,2015-05-22 14:58:22
713725,0,705082,1040352,2015-05-23 14:59:12
705082,0,722856,1040411,2015-05-23 15:00:11
705082,0,714132,1081346,2015-05-24 02:22:26
705082,0,711673,1154245,2015-05-24 22:37:25
705082,0,706653,1194944,2015-05-25 09:55:44
707530,0,705082,1195027,2015-05-25 09:57:07
292073,0,705082,1260145,2015-05-26 04:02:25
703042,0,705082,1267995,2015-05-26 06:13:15
705082,0,292073,1310863,2015-05-26 18:07:43
721058,0,705082,1397729,2015-05-27 18:15:29
705082,0,713410,1470109,2015-05-28 14:21:49
705082,0,714284,1529125,2015-05-29 06:45:25
706798,0,705082,1529174,2015-05-29 06:46:14
705082,0,712481,1532437,2015-05-29 07:40:37
713639,0,705082,1703673,2015-05-31 07:14:33
705082,0,711424,1735790,2015-05-31 16:09:50
713725,0,705082,1890235,2015-06-02 11:03:55
713563,0,705082,1896328,2015-06-02 12:45:28
705082,0,707787,1907113,2015-06-02 15:45:13
713468,0,705082,1990363,2015-06-03 14:52:43
705082,0,715488,1990415,2015-06-03 14:53:35
709847,0,705082,2008591,2015-06-03 19:56:31
695290,0,705082,2571478,2015-06-10 08:17:58
699356,0,705082,2612870,2015-06-10 19:47:50
705082,0,705416,2612883,2015-06-10 19:48:03
705082,0,712269,2654472,2015-06-11 07:21:12
705082,0,721446,2674741,2015-06-11 12:59:01
696043,0,705082,2776244,2015-06-12 17:10:44
710055,0,705082,2947421,2015-06-14 16:43:41
705082,0,720515,2947458,2015-06-14 16:44:18
709556,0,705082,3011110,2015-06-15 10:25:10
710890,0,705082,3071105,2015-06-16 03:05:05
705082,0,720698,3071146,2015-06-16 03:05:46
713478,0,705082,3206988,2015-06-17 16:49:48
705082,0,714748,3242649,2015-06-18 02:44:09
710979,0,705082,3243709,2015-06-18 03:01:49
705082,0,720594,3288394,2015-06-18 15:26:34
715438,0,705082,3288424,2015-06-18 15:27:04
708382,0,705082,3306836,2015-06-18 20:33:56
705082,0,723825,3306921,2015-06-18 20:35:21
714340,0,705082,3370182,2015-06-19 14:09:42
697904,0,705082,3418225,2015-06-20 03:30:25
705082,0,692915,3418271,2015-06-20 03:31:11
738559,0,705082,3707919,2015-06-23 11:58:39
705082,0,721961,3777862,2015-06-24 07:24:22
705082,0,712424,3946768,2015-06-26 06:19:28
705082,0,731034,3956037,2015-06-26 08:53:57
705082,0,731201,4042195,2015-06-27 08:49:55
737919,0,705082,4069695,2015-06-27 16:28:15
705082,0,471340,4069740,2015-06-27 16:29:00
705082,0,713234,4112631,2015-06-28 04:23:51
705082,0,714456,4117920,2015-06-28 05:52:00
705082,0,727903,4147325,2015-06-28 14:02:05
720423,0,705082,4147365,2015-06-28 14:02:45
715527,0,705082,4235421,2015-06-29 14:30:21
705082,0,709187,4235490,2015-06-29 14:31:30
732761,0,705082,4362780,2015-07-01 01:53:00
713701,0,705082,4366682,2015-07-01 02:58:02
713020,0,705082,4390047,2015-07-01 09:27:27
735254,0,705082,4427053,2015-07-01 19:44:13
705082,0,708571,4427076,2015-07-01 19:44:36
705082,0,716799,4485971,2015-07-02 12:06:11
705082,0,697105,4569702,2015-07-03 11:21:42
700387,0,705082,4837129,2015-07-06 13:38:49
705082,0,734223,4837152,2015-07-06 13:39:12
705082,0,713256,4899231,2015-07-07 06:53:51
705082,0,702600,5258519,2015-07-11 10:41:59
703221,0,705082,5399039,2015-07-13 01:43:59
713194,0,705082,5476599,2015-07-13 23:16:39
705082,0,712934,5476607,2015-07-13 23:16:47
730306,0,705082,5481255,2015-07-14 00:34:15
733244,0,705082,5729201,2015-07-16 21:26:41
705082,0,690352,5729212,2015-07-16 21:26:52
726830,0,705082,5799144,2015-07-17 16:52:24
705082,0,733855,5823893,2015-07-17 23:44:53
713122,0,705082,5978966,2015-07-19 18:49:26
705082,0,696887,6051457,2015-07-20 14:57:37
715053,0,705082,6051513,2015-07-20 14:58:33
705082,0,728319,6077304,2015-07-20 22:08:24
705082,0,717428,6482754,2015-07-25 14:45:54
705082,0,712632,6508576,2015-07-25 21:56:16
705082,0,684595,6545860,2015-07-26 08:17:40
712412,0,705082,6545890,2015-07-26 08:18:10
705082,0,702494,6567585,2015-07-26 14:19:45
715237,0,705082,6567607,2015-07-26 14:20:07
738282,0,705082,6823539,2015-07-29 13:25:39
725754,0,705082,6944842,2015-07-30 23:07:22
705082,0,713429,6944886,2015-07-30 23:08:06
705082,0,691289,7305607,2015-08-04 03:20:07
696398,0,705082,7305623,2015-08-04 03:20:23
705082,0,700052,7537157,2015-08-06 19:39:17
705082,0,702511,7541942,2015-08-06 20:59:02
714310,0,705082,7551825,2015-08-06 23:43:45
705082,0,738506,7551866,2015-08-06 23:44:26
713701,0,705082,7611020,2015-08-07 16:10:20
705082,0,714666,7644473,2015-08-08 01:27:53
679026,0,705082,7644524,2015-08-08 01:28:44
714152,0,705082,7674113,2015-08-08 09:41:53
705082,0,713701,7712305,2015-08-08 20:18:25
678592,0,705082,7896394,2015-08-10 23:26:34
672867,0,705082,7934392,2015-08-11 09:59:52
705082,0,701206,7934406,2015-08-11 10:00:06
687821,0,705082,7947557,2015-08-11 13:39:17
705082,0,722570,7947585,2015-08-11 13:39:45
705082,0,728758,7997708,2015-08-12 03:35:08
705082,0,720046,8021160,2015-08-12 10:06:00
719780,0,705082,8021187,2015-08-12 10:06:27
675263,0,705082,8183254,2015-08-14 07:07:34
705082,0,723696,8183291,2015-08-14 07:08:11
705082,1,710754,532191,2015-05-17 17:49:51
705082,1,714444,570268,2015-05-18 04:24:28
705082,1,719586,688114,2015-05-19 13:08:34
715349,1,705082,693405,2015-05-19 14:36:45
705082,1,713989,755102,2015-05-20 07:45:02
705082,1,715058,767626,2015-05-20 11:13:46
713489,1,705082,794231,2015-05-20 18:37:11
705082,1,717692,812756,2015-05-20 23:45:56
710770,1,705082,812816,2015-05-20 23:46:56
718209,1,705082,833294,2015-05-21 05:28:14
705082,1,714036,833332,2015-05-21 05:28:52
713701,1,705082,838239,2015-05-21 06:50:39
713814,1,705082,887685,2015-05-21 20:34:45
705082,1,713743,952729,2015-05-22 14:38:49
705082,1,714692,952758,2015-05-22 14:39:18
705082,1,716804,953942,2015-05-22 14:59:02
725614,1,705082,974962,2015-05-22 20:49:22
705082,1,717083,1022942,2015-05-23 10:09:02
713805,1,705082,1022975,2015-05-23 10:09:35
705082,1,716653,1052773,2015-05-23 18:26:13
724298,1,705082,1052791,2015-05-23 18:26:31
705082,1,453567,1059216,2015-05-23 20:13:36
713474,1,705082,1066746,2015-05-23 22:19:06
705082,1,706467,1066761,2015-05-23 22:19:21
705082,1,707344,1081395,2015-05-24 02:23:15
713725,1,705082,1154266,2015-05-24 22:37:46
713701,1,705082,1186274,2015-05-25 07:31:14
705082,1,709964,1260107,2015-05-26 04:01:47
705082,1,714292,1310861,2015-05-26 18:07:41
705082,1,715361,1355078,2015-05-27 06:24:38
713639,1,705082,1470144,2015-05-28 14:22:24
705082,1,717020,1532478,2015-05-29 07:41:18
705082,1,712673,1641711,2015-05-30 14:01:51
707493,1,705082,1641732,2015-05-30 14:02:12
705082,1,713947,1652070,2015-05-30 16:54:30
705082,1,700634,1652083,2015-05-30 16:54:43
705082,1,704273,1683110,2015-05-31 01:31:50
705082,1,714935,1720828,2015-05-31 12:00:28
707907,1,705082,1731223,2015-05-31 14:53:43
714378,1,705082,1735763,2015-05-31 16:09:23
713736,1,705082,1744646,2015-05-31 18:37:26
705082,1,707036,1890154,2015-06-02 11:02:34
705082,1,708906,1907066,2015-06-02 15:44:26
705082,1,714310,2008597,2015-06-03 19:56:37
700334,1,705082,2113547,2015-06-05 01:05:47
705082,1,708752,2113573,2015-06-05 01:06:13
715627,1,705082,2130022,2015-06-05 05:40:22
713418,1,705082,2130029,2015-06-05 05:40:29
714853,1,705082,2215722,2015-06-06 05:28:42
722100,1,705082,2247177,2015-06-06 14:12:57
705082,1,711209,2361239,2015-06-07 21:53:59
719495,1,705082,2416578,2015-06-08 13:16:18
712574,1,705082,2445119,2015-06-08 21:11:59
713444,1,705082,2561248,2015-06-10 05:27:28
705082,1,695640,2571467,2015-06-10 08:17:47
711894,1,705082,2628823,2015-06-11 00:13:43
697690,1,705082,2654489,2015-06-11 07:21:29
714027,1,705082,2674788,2015-06-11 12:59:48
713627,1,705082,2694577,2015-06-11 18:29:37
705082,1,708255,2744150,2015-06-12 08:15:50
732826,1,705082,2744192,2015-06-12 08:16:32
714191,1,705082,2776258,2015-06-12 17:10:58
705082,1,713489,2825883,2015-06-13 06:58:03
710445,1,705082,2997768,2015-06-15 06:42:48
713767,1,705082,2997837,2015-06-15 06:43:57
705082,1,702570,3009475,2015-06-15 09:57:55
705082,1,708059,3011136,2015-06-15 10:25:36
705082,1,714649,3081658,2015-06-16 06:00:58
729255,1,705082,3085793,2015-06-16 07:09:53
705082,1,691063,3085848,2015-06-16 07:10:48
705082,1,715420,3086200,2015-06-16 07:16:40
705082,1,692926,3206971,2015-06-17 16:49:31
705082,1,735258,3242644,2015-06-18 02:44:04
705082,1,712788,3243738,2015-06-18 03:02:18
710394,1,705082,3347050,2015-06-19 07:44:10
705082,1,712620,3370225,2015-06-19 14:10:25
694805,1,705082,3442225,2015-06-20 10:10:25
705082,1,734232,3579826,2015-06-22 00:23:46
737586,1,705082,3730017,2015-06-23 18:06:57
705082,1,693913,3730023,2015-06-23 18:07:03
705082,1,714116,3777894,2015-06-24 07:24:54
712941,1,705082,3946813,2015-06-26 06:20:13
701600,1,705082,3956056,2015-06-26 08:54:16
731074,1,705082,4042170,2015-06-27 08:49:30
695679,1,705082,4112688,2015-06-28 04:24:48
710376,1,705082,4117977,2015-06-28 05:52:57
705082,1,727779,4362792,2015-07-01 01:53:12
705082,1,716364,4366628,2015-07-01 02:57:08
705082,1,714622,4388451,2015-07-01 09:00:51
705082,1,711188,4390091,2015-07-01 09:28:11
705082,1,717620,4410871,2015-07-01 15:14:31
700378,1,705082,4410901,2015-07-01 15:15:01
714361,1,705082,4569710,2015-07-03 11:21:50
726699,1,705082,4671827,2015-07-04 15:43:47
731392,1,705082,5079985,2015-07-09 09:06:25
730087,1,705082,5258480,2015-07-11 10:41:20
705082,1,741587,5399086,2015-07-13 01:44:46
731429,1,705082,5626357,2015-07-15 16:52:37
714016,1,705082,5728578,2015-07-16 21:16:18
705082,1,715540,5799169,2015-07-17 16:52:49
705082,1,690643,5823836,2015-07-17 23:43:56
705082,1,715149,5978949,2015-07-19 18:49:09
687066,1,705082,6077322,2015-07-20 22:08:42
693535,1,705082,6099387,2015-07-21 04:16:27
743084,1,705082,6261837,2015-07-23 01:23:57
705082,1,713294,6261858,2015-07-23 01:24:18
713563,1,705082,6263258,2015-07-23 01:47:38
