source,etype,target,date
707719,0,742669,2016-05-28 18:28:35
707719,0,670123,2016-05-31 12:08:02
724641,0,707719,2016-05-31 12:08:11
707719,0,713474,2016-06-03 06:50:03
707719,0,730917,2016-06-03 06:50:03
713194,0,707719,2016-06-05 06:56:57
707719,0,768942,2016-06-05 06:57:20
738979,0,707719,2016-06-06 22:51:01
707719,0,713563,2016-06-08 15:03:49
594463,0,707719,2016-06-08 15:04:59
707719,0,723160,2016-06-12 22:57:38
757478,0,707719,2016-06-18 17:48:39
707719,0,735234,2016-06-18 17:49:42
718127,0,707719,2016-06-18 21:09:44
707719,0,741837,2016-06-22 23:36:08
606680,0,707719,2016-06-26 02:12:55
707719,0,695566,2016-06-26 02:13:06
650871,0,707719,2016-06-26 18:14:55
707719,0,717660,2016-06-27 04:30:36
707719,0,701598,2016-06-29 13:58:34
707719,0,656350,2016-06-30 12:40:02
743967,0,707719,2016-06-30 12:41:09
707719,0,711783,2016-06-30 12:55:17
707719,0,686894,2016-07-01 10:20:05
792311,0,707719,2016-07-02 19:40:47
707719,0,725775,2016-07-02 19:40:51
707719,0,713701,2016-07-03 17:50:17
707719,0,750108,2016-07-04 19:35:39
738407,0,707719,2016-07-04 19:36:10
707719,0,776568,2016-07-05 23:12:46
707719,0,708733,2016-07-06 10:42:12
712967,0,707719,2016-07-06 10:42:12
707719,0,372343,2016-07-07 05:26:25
624077,0,707719,2016-07-07 05:26:32
707719,0,753246,2016-07-07 10:50:12
707719,0,719704,2016-07-09 20:45:10
707719,0,714049,2016-07-12 07:09:26
707719,0,766512,2016-07-13 01:51:05
763138,0,707719,2016-07-13 01:52:18
707719,0,558234,2016-07-13 07:14:04
692621,0,707719,2016-07-15 12:37:23
707719,0,685683,2016-07-18 21:39:43
707719,0,619585,2016-07-19 03:09:20
722822,0,707719,2016-07-19 11:26:56
707719,0,669124,2016-07-19 11:27:23
737944,0,707719,2016-07-21 01:04:38
672829,0,707719,2016-07-26 16:20:12
707719,0,613971,2016-07-26 16:20:36
684316,0,707719,2016-07-27 01:30:31
713318,0,707719,2016-07-27 19:07:15
707719,0,735101,2016-07-27 19:07:51
707719,0,688541,2016-07-27 21:49:28
707719,1,714350,2016-05-27 19:08:16
736827,1,707719,2016-05-27 19:08:18
713892,1,707719,2016-05-28 18:27:30
714301,1,707719,2016-05-31 11:44:33
707719,1,724415,2016-06-03 03:48:17
707719,1,794570,2016-06-06 22:50:39
707719,1,722193,2016-06-08 01:27:11
707719,1,656892,2016-06-08 11:00:52
713474,1,707719,2016-06-08 11:01:23
707719,1,696132,2016-06-11 21:36:44
711410,1,707719,2016-06-11 21:37:09
707719,1,592410,2016-06-15 10:44:10
707719,1,606178,2016-06-17 06:25:48
707719,1,738913,2016-06-17 22:25:58
707719,1,714298,2016-06-18 21:09:01
596827,1,707719,2016-06-22 09:54:20
642919,1,707719,2016-06-22 23:36:53
707719,1,670673,2016-06-26 18:13:42
690115,1,707719,2016-06-27 04:29:30
760286,1,707719,2016-06-27 09:09:16
696920,1,707719,2016-06-27 15:17:24
707719,1,744338,2016-06-29 13:59:57
707719,1,728811,2016-06-30 12:55:16
727515,1,707719,2016-06-30 14:31:04
741695,1,707719,2016-07-01 10:20:52
707719,1,711110,2016-07-03 17:50:00
713968,1,707719,2016-07-05 01:24:46
638233,1,707719,2016-07-05 23:12:21
774058,1,707719,2016-07-06 00:30:51
707719,1,711419,2016-07-06 23:37:27
566554,1,707719,2016-07-07 10:48:51
707719,1,757038,2016-07-09 12:49:04
707719,1,718705,2016-07-09 12:49:44
797035,1,707719,2016-07-09 20:44:57
713266,1,707719,2016-07-10 13:22:54
707719,1,713275,2016-07-12 07:10:01
714408,1,707719,2016-07-13 07:15:09
707719,1,712247,2016-07-15 12:38:15
564991,1,707719,2016-07-18 21:39:37
580516,1,707719,2016-07-19 03:09:52
707719,1,681525,2016-07-21 01:05:36
745423,1,707719,2016-07-23 03:40:23
707719,1,663700,2016-07-23 03:40:38
707719,1,702401,2016-07-25 01:10:05
537387,1,707719,2016-07-27 01:30:42
716452,1,707719,2016-07-27 04:53:18
707719,1,722093,2016-07-27 04:53:24
703699,1,707719,2016-07-27 21:50:05
712312,1,707719,2016-07-28 02:14:58
707719,1,754133,2016-07-28 02:16:27
707719,2,2040565,2016-06-18 17:49:42
707719,2,2040565,2016-06-26 02:13:06
707719,2,2037691,2016-06-27 04:30:36
707719,2,2040565,2016-07-03 17:50:17
