source,etype,target,date
725981,0,703151,2015-06-07 04:28:07
703151,0,707576,2015-06-09 19:12:22
726435,0,703151,2015-06-09 19:12:28
701696,0,703151,2015-06-11 04:32:35
710531,0,703151,2015-06-12 23:31:10
713468,0,703151,2015-06-13 07:54:10
703151,0,711842,2015-06-14 12:44:15
712531,0,703151,2015-06-14 12:44:38
703151,0,720024,2015-06-17 08:18:52
703151,0,704490,2015-06-18 21:39:27
709796,0,703151,2015-06-18 22:28:04
703151,0,731414,2015-06-18 22:28:21
712955,0,703151,2015-06-19 14:58:45
703151,0,699675,2015-06-19 20:19:54
714132,0,703151,2015-06-20 09:40:09
709327,0,703151,2015-06-20 15:18:49
703468,0,703151,2015-06-22 15:19:15
703151,0,714909,2015-06-22 15:20:27
703151,0,706861,2015-06-23 23:53:22
703151,0,711628,2015-06-25 01:53:37
720114,0,703151,2015-06-25 01:54:00
703151,0,724626,2015-06-25 17:49:45
730647,0,703151,2015-06-27 01:25:06
703151,0,1376868,2015-06-27 01:25:17
720887,0,703151,2015-07-01 17:14:59
703151,0,714090,2015-07-01 17:15:03
701386,0,703151,2015-07-03 06:03:28
703151,0,717409,2015-07-03 07:45:43
703151,0,729910,2015-07-04 23:31:15
703151,0,741868,2015-07-07 02:07:58
734280,0,703151,2015-07-07 13:39:57
703151,0,713444,2015-07-07 13:40:51
695331,0,703151,2015-07-08 06:20:22
703151,0,723148,2015-07-08 06:20:24
740173,0,703151,2015-07-10 13:53:51
713867,0,703151,2015-07-10 13:54:02
712085,0,703151,2015-07-10 16:22:58
703151,0,695931,2015-07-10 18:59:35
703151,0,713701,2015-07-10 22:36:52
270116,0,703151,2015-07-10 22:37:03
703151,0,714361,2015-07-11 17:33:59
716343,0,703151,2015-07-11 17:34:05
710033,0,703151,2015-07-13 01:39:50
703151,0,734621,2015-07-13 01:40:50
710708,0,703151,2015-07-13 15:11:21
717190,0,703151,2015-07-14 06:05:04
703151,0,733050,2015-07-15 10:02:17
720484,0,703151,2015-07-16 11:26:42
703151,0,707378,2015-07-16 11:26:52
703151,0,691925,2015-07-22 07:41:34
742450,0,703151,2015-07-22 07:41:49
690773,0,703151,2015-07-23 01:47:51
703151,0,702608,2015-07-23 01:59:03
723208,0,703151,2015-07-23 10:07:59
742523,0,703151,2015-07-23 10:08:02
712767,0,703151,2015-07-27 11:25:25
526409,0,703151,2015-07-28 12:03:07
709789,0,703151,2015-07-29 08:15:31
703151,0,347566,2015-07-31 21:13:57
703151,0,722637,2015-07-31 21:15:02
685119,0,703151,2015-08-02 10:41:56
691455,0,703151,2015-08-05 19:02:54
703151,0,713876,2015-08-06 05:20:22
703151,1,713410,2015-06-06 05:48:27
716837,1,703151,2015-06-06 05:48:51
730170,1,703151,2015-06-06 09:55:47
712733,1,703151,2015-06-07 00:07:39
703151,1,713725,2015-06-07 00:08:08
703151,1,716253,2015-06-07 04:27:49
724906,1,703151,2015-06-10 01:22:07
703151,1,692469,2015-06-10 01:22:22
703151,1,712406,2015-06-10 10:49:19
703151,1,713563,2015-06-11 04:32:57
703151,1,723620,2015-06-11 16:34:11
703151,1,713224,2015-06-12 23:30:13
703151,1,709977,2015-06-13 07:54:00
703151,1,703695,2015-06-14 00:58:49
703151,1,705219,2015-06-14 15:12:19
703151,1,724240,2015-06-14 23:39:03
714361,1,703151,2015-06-16 04:21:42
703151,1,715904,2015-06-16 04:22:23
703151,1,730696,2015-06-17 10:03:44
713909,1,703151,2015-06-18 21:40:59
703151,1,703468,2015-06-19 14:59:04
703151,1,714056,2015-06-20 09:39:34
703151,1,731906,2015-06-20 09:49:10
712967,1,703151,2015-06-20 10:17:23
703151,1,710824,2015-06-20 15:19:40
704859,1,703151,2015-06-22 05:05:56
703151,1,722847,2015-06-22 08:33:15
697138,1,703151,2015-06-22 23:38:15
705291,1,703151,2015-06-23 11:39:36
711356,1,703151,2015-06-23 19:39:44
712177,1,703151,2015-06-23 23:52:48
703151,1,718800,2015-06-24 12:54:46
706756,1,703151,2015-06-25 08:02:51
703151,1,711975,2015-06-25 08:03:50
695114,1,703151,2015-06-25 09:55:29
292073,1,703151,2015-06-30 06:47:02
703151,1,713701,2015-06-30 06:47:57
703151,1,713366,2015-07-02 01:45:28
726558,1,703151,2015-07-02 01:45:28
713468,1,703151,2015-07-02 08:29:39
703151,1,717474,2015-07-03 06:04:10
727093,1,703151,2015-07-03 06:17:13
697357,1,703151,2015-07-03 07:45:23
744609,1,703151,2015-07-04 23:31:11
707462,1,703151,2015-07-07 02:08:47
708316,1,703151,2015-07-09 05:09:53
703151,1,706006,2015-07-10 16:22:40
702294,1,703151,2015-07-10 18:40:35
701784,1,703151,2015-07-10 18:59:34
713929,1,703151,2015-07-11 13:33:15
703151,1,713468,2015-07-11 13:33:21
703151,1,716044,2015-07-13 01:53:26
713474,1,703151,2015-07-13 04:39:20
703151,1,713346,2015-07-13 04:39:21
713936,1,703151,2015-07-13 17:34:27
705751,1,703151,2015-07-14 06:06:02
686327,1,703151,2015-07-16 13:31:22
703151,1,720993,2015-07-18 06:31:13
703151,1,712888,2015-07-19 19:31:47
703151,1,722003,2015-07-21 04:00:19
685014,1,703151,2015-07-21 08:30:08
703151,1,683439,2015-07-22 02:24:43
703151,1,708128,2015-07-23 01:49:18
739004,1,703151,2015-07-23 01:59:15
733935,1,703151,2015-07-25 21:39:08
703151,1,684714,2015-07-25 21:39:10
703151,1,702193,2015-07-26 07:56:16
718056,1,703151,2015-07-26 07:57:27
702833,1,703151,2015-07-26 09:33:54
703151,1,702852,2015-07-26 09:34:42
703151,1,715212,2015-07-27 11:25:09
703151,1,737807,2015-07-27 18:24:13
703151,1,727462,2015-07-28 12:02:13
703151,1,706887,2015-07-29 08:15:29
703151,1,724776,2015-07-29 09:03:53
711805,1,703151,2015-07-29 09:04:06
703151,1,712948,2015-07-30 07:22:28
744052,1,703151,2015-08-01 19:21:54
703151,1,704562,2015-08-03 01:41:14
709446,1,703151,2015-08-04 17:47:11
703151,1,714514,2015-08-05 19:03:23
711442,1,703151,2015-08-06 05:20:48
703151,2,2040565,2015-07-01 17:15:03
703151,2,2037780,2015-07-07 02:07:58
703151,2,2040565,2015-07-13 01:40:50
