source,etype,target,date
706072,0,716785,2015-05-16 23:08:16
706072,0,713701,2015-05-16 23:09:01
706072,0,714285,2015-05-17 14:19:04
713958,0,706072,2015-05-17 16:43:51
706072,0,713336,2015-05-17 16:44:13
706072,0,718076,2015-05-18 01:32:17
706072,0,719953,2015-05-18 13:49:20
714258,0,706072,2015-05-18 14:36:18
708251,0,706072,2015-05-19 03:13:40
706072,0,717955,2015-05-19 04:03:56
713563,0,706072,2015-05-19 04:04:36
720279,0,706072,2015-05-19 13:06:39
706072,0,705556,2015-05-21 16:17:21
717000,0,706072,2015-05-21 16:18:06
706072,0,712118,2015-05-22 14:50:00
717190,0,706072,2015-05-22 14:50:30
713855,0,706072,2015-05-23 06:13:25
706072,0,719621,2015-05-23 06:14:09
706072,0,713563,2015-05-23 07:06:50
714717,0,706072,2015-05-23 07:06:59
707830,0,706072,2015-05-23 09:11:02
714591,0,706072,2015-05-24 03:47:25
717235,0,706072,2015-05-25 02:53:10
715356,0,706072,2015-05-25 03:07:40
706072,0,705819,2015-05-25 03:08:33
714456,0,706072,2015-05-25 18:06:26
706072,0,713876,2015-05-25 18:06:37
706072,0,713909,2015-05-26 18:00:49
713701,0,706072,2015-05-26 22:00:23
706072,0,712435,2015-05-27 01:01:24
710896,0,706072,2015-05-27 01:01:50
706072,0,720374,2015-05-27 05:49:36
713909,0,706072,2015-05-29 13:33:38
706072,0,715272,2015-05-30 09:44:19
1376868,0,706072,2015-05-30 09:45:07
706072,0,716364,2015-05-31 16:17:05
706072,0,712000,2015-06-01 03:19:39
696667,0,706072,2015-06-01 03:20:37
713876,0,706072,2015-06-03 03:45:36
724080,0,706072,2015-06-03 15:50:38
702621,0,706072,2015-06-04 03:20:15
698775,0,706072,2015-06-04 15:01:01
706072,0,709556,2015-06-04 15:01:24
706072,0,714929,2015-06-06 03:52:02
706072,0,710890,2015-06-06 14:21:19
713468,0,706072,2015-06-06 14:21:36
710947,0,706072,2015-06-06 15:19:33
706072,0,728781,2015-06-06 15:20:27
1376868,0,706072,2015-06-08 04:20:56
719582,0,706072,2015-06-10 08:25:08
706072,0,720337,2015-06-10 23:49:04
722395,0,706072,2015-06-10 23:50:11
719103,0,706072,2015-06-11 19:40:33
721747,0,706072,2015-06-12 05:51:13
706072,0,731794,2015-06-14 05:14:47
724889,0,706072,2015-06-14 10:39:25
706072,0,713563,2015-06-14 19:21:35
690424,0,706072,2015-06-14 21:12:24
706072,0,732187,2015-06-14 21:13:26
694001,0,706072,2015-06-14 23:06:27
706072,0,713729,2015-06-16 08:10:17
706072,0,724311,2015-06-16 21:24:34
706072,0,709697,2015-06-17 08:09:51
706072,0,708681,2015-06-18 22:35:22
706072,0,714216,2015-06-20 13:42:25
1376868,0,706072,2015-06-21 04:19:08
721328,0,706072,2015-06-21 13:14:14
706072,0,713743,2015-06-22 03:13:31
715014,0,706072,2015-06-22 12:42:14
706072,0,716113,2015-06-22 20:04:30
706072,0,702798,2015-06-23 20:50:29
706072,0,721440,2015-06-25 01:38:58
735018,0,706072,2015-06-25 17:49:28
706072,0,718457,2015-06-26 05:48:22
706072,0,706270,2015-06-26 10:40:20
706072,0,714729,2015-06-27 01:14:51
701190,0,706072,2015-06-27 01:15:39
706072,0,741720,2015-06-29 04:31:40
706072,0,725135,2015-06-29 13:42:05
706072,0,713639,2015-07-03 19:11:57
706072,0,718056,2015-07-04 12:26:12
743049,0,706072,2015-07-04 12:26:54
1376868,0,706072,2015-07-05 07:55:49
712815,0,706072,2015-07-06 10:03:58
722783,0,706072,2015-07-07 16:39:47
706072,0,712504,2015-07-08 05:17:40
693469,0,706072,2015-07-08 05:18:08
706072,0,732600,2015-07-09 05:00:01
706072,0,690331,2015-07-09 05:00:10
739696,0,706072,2015-07-09 16:57:35
730509,0,706072,2015-07-09 23:27:50
706072,0,713563,2015-07-10 08:21:44
706072,0,701501,2015-07-11 02:10:20
708270,0,706072,2015-07-11 02:10:35
706072,0,739859,2015-07-11 05:12:00
706072,0,732080,2015-07-13 01:09:22
706072,0,722600,2015-07-13 04:21:32
694132,0,706072,2015-07-13 17:02:52
706072,1,714132,2015-05-17 07:38:43
717494,1,706072,2015-05-17 07:38:55
714659,1,706072,2015-05-17 12:15:16
714814,1,706072,2015-05-17 14:19:19
708147,1,706072,2015-05-18 01:31:17
706072,1,709067,2015-05-18 12:42:44
705263,1,706072,2015-05-18 12:43:41
703919,1,706072,2015-05-18 13:48:05
710301,1,706072,2015-05-18 14:36:33
714369,1,706072,2015-05-18 16:34:35
713767,1,706072,2015-05-18 18:27:09
708839,1,706072,2015-05-18 20:26:02
714340,1,706072,2015-05-19 03:13:32
706072,1,720515,2015-05-19 04:31:26
710902,1,706072,2015-05-19 04:31:42
706072,1,1376868,2015-05-19 07:13:49
704947,1,706072,2015-05-19 07:14:03
706072,1,721223,2015-05-19 13:06:08
707067,1,706072,2015-05-20 05:10:31
706072,1,720736,2015-05-21 00:18:41
719189,1,706072,2015-05-21 00:19:27
706072,1,727424,2015-05-23 09:10:11
706072,1,712085,2015-05-24 01:12:10
706072,1,711080,2015-05-24 03:47:41
708224,1,706072,2015-05-24 09:56:29
714046,1,706072,2015-05-25 01:00:00
706072,1,714564,2015-05-25 01:00:09
706072,1,713062,2015-05-25 02:52:16
706072,1,347566,2015-05-25 17:47:43
706072,1,714027,2015-05-26 02:27:36
710438,1,706072,2015-05-26 02:28:09
721870,1,706072,2015-05-26 15:45:07
714456,1,706072,2015-05-26 18:00:33
706072,1,714860,2015-05-26 21:59:47
