source,etype,target,date
723614,0,700871,2015-06-10 05:32:37
707676,0,723614,2015-06-10 14:01:02
723614,0,723172,2015-06-12 00:14:10
698269,0,723614,2015-06-13 07:53:13
1376868,0,723614,2015-06-14 17:54:43
714659,0,723614,2015-06-15 20:41:12
723783,0,723614,2015-06-17 02:13:16
723614,0,705015,2015-06-19 04:01:13
736040,0,723614,2015-06-19 04:01:49
721420,0,723614,2015-06-19 21:55:32
723614,0,713947,2015-06-19 21:56:04
718228,0,723614,2015-06-21 15:25:47
723614,0,730799,2015-06-22 10:00:51
710765,0,723614,2015-06-24 04:21:51
723614,0,712387,2015-06-24 04:22:32
723614,0,711446,2015-06-24 10:13:16
728909,0,723614,2015-06-25 01:31:32
723614,0,690569,2015-06-25 01:31:46
723614,0,719221,2015-06-26 11:55:11
713701,0,723614,2015-06-26 14:36:05
720493,0,723614,2015-06-29 00:22:43
723614,0,690203,2015-06-29 00:23:07
723614,0,707305,2015-07-02 03:09:32
735028,0,723614,2015-07-02 18:20:09
730152,0,723614,2015-07-05 23:54:14
723614,0,715428,2015-07-06 07:26:09
694835,0,723614,2015-07-07 16:44:01
723614,0,710714,2015-07-07 16:45:27
714734,0,723614,2015-07-15 13:35:13
723614,0,693009,2015-07-15 13:35:23
700405,0,723614,2015-07-15 18:29:01
723614,0,718894,2015-07-15 18:29:48
723614,0,699867,2015-07-18 15:40:35
702911,0,723614,2015-07-18 22:48:27
703529,0,723614,2015-07-19 17:24:36
694673,0,723614,2015-07-21 12:04:05
723614,0,699873,2015-07-22 00:56:13
723614,0,733720,2015-07-22 09:17:02
723614,0,733970,2015-07-23 22:20:33
713489,0,723614,2015-07-23 22:20:46
713619,0,723614,2015-07-27 19:21:56
723614,0,732847,2015-07-29 05:13:04
676242,0,723614,2015-07-30 10:56:38
723614,0,713846,2015-07-31 09:28:56
732881,0,723614,2015-07-31 11:28:38
723614,0,717732,2015-08-05 21:28:35
720205,1,723614,2015-06-06 16:20:38
705679,1,723614,2015-06-06 22:56:08
713113,1,723614,2015-06-08 04:44:27
713012,1,723614,2015-06-09 20:59:14
723614,1,727844,2015-06-10 14:02:25
712967,1,723614,2015-06-11 22:51:26
709755,1,723614,2015-06-12 00:13:54
723614,1,726886,2015-06-13 07:54:38
706783,1,723614,2015-06-13 17:56:50
717973,1,723614,2015-06-14 14:57:57
723614,1,709605,2015-06-14 17:55:17
723614,1,714585,2015-06-15 17:57:17
723614,1,714705,2015-06-17 02:11:45
700570,1,723614,2015-06-19 19:26:17
723614,1,716958,2015-06-19 19:27:15
723614,1,691852,2015-06-21 15:25:23
706666,1,723614,2015-06-23 12:16:12
723614,1,728005,2015-06-23 12:16:35
711794,1,723614,2015-06-23 19:35:45
720379,1,723614,2015-06-24 01:17:54
697672,1,723614,2015-06-24 10:14:54
723614,1,713892,2015-06-24 19:14:55
723614,1,735144,2015-06-25 09:47:30
716274,1,723614,2015-06-25 09:47:59
706790,1,723614,2015-06-26 11:55:27
730404,1,723614,2015-07-01 08:01:05
710266,1,723614,2015-07-01 23:14:24
723614,1,712821,2015-07-01 23:14:57
710862,1,723614,2015-07-02 03:09:54
712788,1,723614,2015-07-02 18:20:04
723614,1,725428,2015-07-03 04:57:20
723614,1,714814,2015-07-03 17:32:41
695260,1,723614,2015-07-03 23:34:01
723614,1,724732,2015-07-05 23:55:18
734446,1,723614,2015-07-06 01:04:24
1376868,1,723614,2015-07-06 07:26:40
744707,1,723614,2015-07-11 15:16:40
699435,1,723614,2015-07-12 15:33:49
724812,1,723614,2015-07-13 18:11:05
723614,1,701935,2015-07-14 10:29:46
723614,1,717093,2015-07-14 10:30:06
723614,1,700007,2015-07-15 22:47:20
723614,1,707497,2015-07-17 16:39:49
712280,1,723614,2015-07-17 16:40:53
733057,1,723614,2015-07-17 23:26:36
714636,1,723614,2015-07-18 09:38:42
708059,1,723614,2015-07-18 15:40:37
723614,1,714301,2015-07-19 01:51:09
723614,1,741814,2015-07-19 13:55:23
723614,1,713542,2015-07-19 13:56:13
723614,1,715431,2015-07-19 17:26:15
723614,1,708450,2015-07-20 22:19:56
723614,1,704372,2015-07-21 12:03:49
713122,1,723614,2015-07-22 00:55:01
706868,1,723614,2015-07-22 09:16:18
723614,1,719490,2015-07-22 21:21:33
711183,1,723614,2015-07-22 21:22:02
686561,1,723614,2015-07-25 17:09:36
723614,1,689254,2015-07-26 22:20:10
723614,1,718736,2015-07-26 22:20:29
723614,1,713094,2015-07-27 19:22:48
723614,1,730521,2015-07-28 23:25:37
713892,1,723614,2015-07-29 05:14:16
713619,1,723614,2015-07-31 09:29:12
723614,1,723399,2015-07-31 11:28:12
723614,1,716611,2015-07-31 14:52:13
713639,1,723614,2015-07-31 16:06:14
1376868,1,723614,2015-08-03 07:34:17
723614,1,721255,2015-08-03 07:34:33
692899,1,723614,2015-08-05 09:47:05
716908,1,723614,2015-08-05 21:28:47
723614,2,2037981,2015-07-06 07:26:09
723614,2,2040565,2015-07-22 00:56:13
