source,etype,target,date
725281,0,709638,2015-05-22 04:01:28
708231,0,725281,2015-05-22 14:07:36
725281,0,724077,2015-05-22 14:07:58
721739,0,725281,2015-05-23 12:06:58
725281,0,720993,2015-05-24 11:11:18
705669,0,725281,2015-05-24 11:11:29
725281,0,713997,2015-05-24 12:27:20
710957,0,725281,2015-05-24 12:27:25
725281,0,711050,2015-05-24 16:07:50
725281,0,712788,2015-05-24 19:05:21
713468,0,725281,2015-05-24 19:06:53
725281,0,710979,2015-05-25 13:22:56
725281,0,714065,2015-05-25 16:30:44
711470,0,725281,2015-05-25 16:31:28
725281,0,702619,2015-05-26 03:12:36
708299,0,725281,2015-05-26 09:43:28
714163,0,725281,2015-05-27 10:42:17
702971,0,725281,2015-05-30 05:10:30
703120,0,725281,2015-05-30 05:11:03
706734,0,725281,2015-05-31 19:04:00
713736,0,725281,2015-05-31 23:01:24
725281,0,701370,2015-05-31 23:01:29
715573,0,725281,2015-06-03 05:23:09
725281,0,718522,2015-06-03 20:09:10
709082,0,725281,2015-06-04 13:33:47
725281,0,713284,2015-06-04 13:34:41
725281,0,696322,2015-06-08 03:30:06
717101,0,725281,2015-06-08 05:21:36
725281,0,714310,2015-06-09 00:08:36
725281,0,706105,2015-06-09 14:26:19
725281,0,713336,2015-06-09 16:27:02
716888,0,725281,2015-06-09 16:27:10
725281,0,727719,2015-06-11 17:29:56
714163,0,725281,2015-06-11 17:30:58
725281,0,726171,2015-06-12 10:26:16
725281,0,712815,2015-06-14 17:16:16
722819,0,725281,2015-06-15 01:18:21
725281,0,714237,2015-06-15 01:19:22
725281,0,698007,2015-06-15 01:23:02
705334,0,725281,2015-06-15 20:45:27
725281,0,698459,2015-06-15 20:46:17
691364,0,725281,2015-06-18 08:15:15
697659,0,725281,2015-06-18 08:41:25
725281,0,734525,2015-06-18 08:42:04
725281,0,716188,2015-06-19 02:40:32
690259,0,725281,2015-06-19 02:41:00
725281,0,718056,2015-06-22 13:28:15
709071,0,725281,2015-06-23 22:23:58
725281,0,694416,2015-06-23 22:24:36
718764,0,725281,2015-06-25 11:48:00
725281,1,721894,2015-05-22 04:02:17
712517,1,725281,2015-05-22 12:02:04
725281,1,713736,2015-05-22 12:02:36
725344,1,725281,2015-05-22 22:13:09
725281,1,1981017,2015-05-23 12:08:01
717322,1,725281,2015-05-23 21:16:57
712710,1,725281,2015-05-24 03:44:19
713736,1,725281,2015-05-24 14:13:33
725281,1,704839,2015-05-24 14:14:31
725281,1,714124,2015-05-24 16:08:12
725281,1,715679,2015-05-25 13:23:27
725281,1,714935,2015-05-26 03:13:23
725281,1,705871,2015-05-26 09:43:28
725281,1,715146,2015-05-27 11:48:30
711296,1,725281,2015-05-28 22:27:09
725281,1,700613,2015-05-29 23:32:29
725281,1,713324,2015-05-29 23:32:32
725281,1,713138,2015-05-31 19:05:08
725281,1,723611,2015-06-03 20:08:02
726344,1,725281,2015-06-04 09:35:20
700473,1,725281,2015-06-08 03:29:21
725281,1,697435,2015-06-08 05:21:06
713876,1,725281,2015-06-09 00:09:00
703000,1,725281,2015-06-09 05:18:44
725281,1,709729,2015-06-09 05:18:50
695803,1,725281,2015-06-09 14:26:41
725863,1,725281,2015-06-09 15:58:45
725281,1,712025,2015-06-10 23:28:19
723724,1,725281,2015-06-12 10:27:15
713400,1,725281,2015-06-13 23:53:37
725281,1,714225,2015-06-13 23:53:52
726483,1,725281,2015-06-14 03:06:41
724677,1,725281,2015-06-14 17:16:59
725281,1,713639,2015-06-15 01:23:07
700803,1,725281,2015-06-15 19:46:34
725281,1,712504,2015-06-15 19:46:51
725281,1,711535,2015-06-18 08:16:26
725281,1,713563,2015-06-21 17:27:15
710770,1,725281,2015-06-21 17:28:13
729484,1,725281,2015-06-22 13:29:09
706028,1,725281,2015-06-23 01:15:43
725281,1,730556,2015-06-25 11:48:18
725281,2,2040565,2015-05-26 03:12:36
725281,2,2040565,2015-06-04 13:34:41
725281,2,2040565,2015-06-12 10:26:16
