source,etype,target,date
716058,0,716063,2015-05-13 06:16:00
716063,0,713725,2015-05-13 07:30:08
240292,0,716063,2015-05-13 11:18:57
716063,0,713429,2015-05-13 11:19:44
716063,0,711805,2015-05-13 22:49:31
716063,0,715982,2015-05-14 00:37:03
712829,0,716063,2015-05-14 05:08:52
712697,0,716063,2015-05-14 06:31:50
712567,0,716063,2015-05-14 10:25:16
716063,0,713563,2015-05-14 10:25:53
713378,0,716063,2015-05-14 11:33:16
716063,0,711981,2015-05-14 11:34:20
711673,0,716063,2015-05-14 17:56:02
716063,0,711020,2015-05-14 17:56:36
713639,0,716063,2015-05-14 19:40:51
716063,0,713245,2015-05-14 20:07:05
713855,0,716063,2015-05-15 04:50:12
716063,0,713173,2015-05-15 04:51:16
716063,0,713020,2015-05-15 08:56:50
715008,0,716063,2015-05-15 08:57:19
713410,0,716063,2015-05-15 10:52:08
719409,0,716063,2015-05-15 19:42:45
716063,0,710498,2015-05-15 19:43:36
713378,0,716063,2015-05-16 06:14:45
711718,0,716063,2015-05-16 06:53:39
716063,0,709318,2015-05-16 08:14:42
716063,0,713410,2015-05-16 13:26:57
715508,0,716063,2015-05-16 13:28:19
712697,0,716063,2015-05-16 13:34:21
712919,0,716063,2015-05-16 21:13:27
713947,0,716063,2015-05-17 09:53:37
716063,0,714533,2015-05-17 16:17:34
717894,0,716063,2015-05-17 16:18:57
716063,0,714394,2015-05-17 19:51:36
714659,0,716063,2015-05-17 20:39:14
716063,0,711783,2015-05-17 20:39:19
716063,0,703405,2015-05-18 05:02:14
711147,0,716063,2015-05-18 05:02:54
1376868,0,716063,2015-05-18 09:37:20
708189,0,716063,2015-05-18 14:06:55
710807,0,716063,2015-05-19 01:13:37
716063,0,1376868,2015-05-19 01:14:06
716063,0,713318,2015-05-19 10:26:29
716063,0,707688,2015-05-19 16:31:19
716063,0,716573,2015-05-20 01:06:01
716063,0,718885,2015-05-20 23:34:17
710465,0,716063,2015-05-21 04:39:06
716063,0,716872,2015-05-21 04:39:54
716081,0,716063,2015-05-21 13:10:16
716063,0,704710,2015-05-21 13:10:54
716063,0,715399,2015-05-21 18:40:41
716063,0,717738,2015-05-22 00:08:35
716063,0,1256646,2015-05-22 02:58:18
715666,0,716063,2015-05-22 02:58:37
716063,0,715747,2015-05-22 13:41:32
716063,0,1376868,2015-05-22 13:41:35
724555,0,716063,2015-05-22 23:27:49
716063,0,719064,2015-05-22 23:28:39
704098,0,716063,2015-05-23 01:11:12
716063,0,713294,2015-05-23 04:02:42
721783,0,716063,2015-05-23 05:50:58
716063,0,713936,2015-05-23 05:52:00
716063,0,713814,2015-05-23 18:25:47
721468,0,716063,2015-05-24 00:00:46
712441,0,716063,2015-05-24 23:07:27
716063,0,713738,2015-05-24 23:40:12
716020,0,716063,2015-05-25 19:15:23
716063,0,713855,2015-05-25 19:15:49
714090,0,716063,2015-05-26 09:03:42
716063,0,707404,2015-05-26 18:56:19
716063,0,701441,2015-05-27 23:43:19
716063,0,715373,2015-05-28 13:21:01
713266,0,716063,2015-05-28 17:37:59
716063,0,292073,2015-05-29 05:48:00
718569,0,716063,2015-05-29 05:52:04
716063,0,727589,2015-05-29 15:14:05
713489,0,716063,2015-05-29 15:15:01
716063,0,712496,2015-05-29 21:36:45
716063,0,714814,2015-05-30 05:22:48
704122,0,716063,2015-05-30 07:07:47
718172,0,716063,2015-05-30 11:02:53
709680,0,716063,2015-05-31 12:02:06
716063,0,722510,2015-05-31 12:46:45
716063,0,713892,2015-05-31 20:25:04
709249,0,716063,2015-05-31 20:25:07
711561,0,716063,2015-05-31 22:49:58
713619,0,716063,2015-06-01 12:03:31
716063,0,713639,2015-06-01 12:04:03
716063,0,704656,2015-06-01 13:20:03
713947,0,716063,2015-06-03 20:41:19
716063,0,711959,2015-06-04 02:51:02
692322,0,716063,2015-06-04 17:06:31
716063,0,709187,2015-06-05 14:45:04
716063,0,700536,2015-06-06 02:04:10
715185,0,716063,2015-06-06 13:09:34
706351,0,716063,2015-06-07 01:40:33
716063,0,713070,2015-06-07 01:40:50
