source,etype,target,date
666714,0,816017,2017-05-14 15:42:56
712919,0,816017,2017-06-03 20:26:56
816017,0,124281,2017-06-04 11:40:56
124281,0,816017,2017-06-05 11:40:56
816017,0,124281,2017-06-05 11:40:56
816017,0,124281,2017-06-07 11:40:56
471411,0,816017,2017-06-10 11:40:56
124281,0,816017,2017-06-12 11:40:56
816017,0,124281,2017-06-12 11:40:56
816017,0,124281,2017-06-14 11:40:56
816017,0,124281,2017-06-16 11:40:56
471411,0,816017,2017-06-20 11:40:56
124281,0,816017,2017-06-22 11:40:56
471411,0,816017,2017-06-22 11:40:56
816017,0,471411,2017-06-23 11:40:56
816017,0,471411,2017-06-24 11:40:56
816017,0,124281,2017-06-27 11:40:56
124281,0,816017,2017-07-02 11:40:56
816017,0,471411,2017-07-04 11:40:56
715237,1,816017,2017-05-27 03:25:09
816017,1,883800,2017-06-03 20:26:30
707887,1,816017,2017-06-22 16:19:59
690740,1,816017,2017-07-03 03:52:39
816017,2,2037735,2017-06-05 11:40:56
