source,etype,target,date
721332,0,409826,2015-12-16 22:23:19
735796,0,721332,2015-12-16 22:24:04
768833,0,721332,2015-12-17 18:02:13
721332,0,750758,2015-12-21 13:01:16
713346,0,721332,2015-12-21 13:01:51
712531,0,721332,2015-12-25 19:01:21
721332,0,755129,2015-12-26 02:55:04
716723,0,721332,2015-12-30 21:11:15
741727,0,721332,2016-01-04 04:56:57
721332,0,679025,2016-01-09 16:26:32
679814,0,721332,2016-01-09 16:27:16
704558,0,721332,2016-01-09 21:33:59
721332,0,723467,2016-01-16 21:38:17
721332,0,734174,2016-01-20 04:36:57
721332,0,701201,2016-01-22 20:22:49
642011,0,721332,2016-01-23 22:21:50
721332,0,779692,2016-01-24 17:05:36
702126,0,721332,2016-01-31 13:25:14
708681,0,721332,2016-02-03 01:19:48
721332,0,718627,2016-02-03 01:20:15
721332,0,700546,2016-02-03 02:04:23
755992,0,721332,2016-02-03 02:05:31
721332,0,694417,2016-02-03 03:24:52
721332,0,689619,2016-02-07 02:22:20
721332,0,789238,2016-02-10 09:02:18
704084,0,721332,2016-02-10 09:02:41
730327,0,721332,2016-02-11 20:59:11
733040,0,721332,2016-02-15 04:18:36
691117,0,721332,2016-02-15 12:08:57
677170,0,721332,2016-02-15 23:59:43
721332,0,715846,2016-02-15 23:59:53
721332,1,713056,2015-12-17 18:01:43
721332,1,713701,2015-12-19 11:08:29
721332,1,698291,2015-12-25 18:59:55
687685,1,721332,2015-12-26 02:56:20
715584,1,721332,2015-12-30 15:51:28
721332,1,708947,2015-12-30 21:10:08
721332,1,758841,2016-01-04 04:57:34
721332,1,735144,2016-01-04 16:57:44
721332,1,704246,2016-01-04 16:57:58
724087,1,721332,2016-01-06 07:18:53
714070,1,721332,2016-01-07 14:07:51
721332,1,712697,2016-01-09 21:33:25
700989,1,721332,2016-01-11 03:50:55
688323,1,721332,2016-01-13 12:48:11
661925,1,721332,2016-01-13 22:56:38
721332,1,802843,2016-01-13 22:57:44
721332,1,716644,2016-01-16 14:15:18
713909,1,721332,2016-01-16 14:15:20
710874,1,721332,2016-01-20 04:37:07
699570,1,721332,2016-01-22 05:27:19
731394,1,721332,2016-01-22 20:22:44
710271,1,721332,2016-01-24 17:04:44
715356,1,721332,2016-01-25 20:47:14
721332,1,713357,2016-01-30 14:09:39
773481,1,721332,2016-01-30 14:09:50
761263,1,721332,2016-01-30 20:41:57
721332,1,776115,2016-01-30 20:42:10
680743,1,721332,2016-02-03 03:25:51
709951,1,721332,2016-02-04 07:23:47
714083,1,721332,2016-02-07 02:22:49
726064,1,721332,2016-02-11 03:36:23
721332,1,717873,2016-02-11 21:00:03
721332,1,1376868,2016-02-14 23:07:37
666401,1,721332,2016-02-14 23:08:19
721332,1,665713,2016-02-15 04:19:36
721332,1,778140,2016-02-15 12:09:25
721332,2,2040565,2016-01-09 16:26:32
721332,2,2038070,2016-01-16 21:38:17
721332,2,2040565,2016-02-03 03:24:52
721332,2,2040565,2016-02-07 02:22:20
