source,etype,target,date
715185,0,712908,2015-07-05 17:02:22
712908,0,722288,2015-07-15 09:57:43
685786,0,712908,2015-07-15 09:58:01
712908,0,727049,2015-07-27 23:46:52
712014,0,712908,2015-07-27 23:48:07
713979,0,712908,2015-07-31 13:38:42
712908,0,716253,2015-08-02 10:16:38
732611,0,712908,2015-08-03 18:01:36
691041,0,712908,2015-08-20 18:40:17
712908,0,665359,2015-08-20 18:40:37
712908,0,744813,2015-08-22 01:33:18
713701,0,712908,2015-08-22 01:34:25
706500,0,712908,2015-08-24 05:20:11
712908,0,732591,2015-08-24 05:20:40
712908,0,713474,2015-08-27 13:05:42
707476,1,712908,2015-07-05 20:53:40
712908,1,724439,2015-07-05 20:54:57
692579,1,712908,2015-07-30 11:13:23
712908,1,713743,2015-07-31 13:37:59
712908,1,721979,2015-08-02 10:17:00
712908,1,700847,2015-08-03 18:02:10
712908,1,698385,2015-08-09 05:51:29
744763,1,712908,2015-08-17 04:42:02
730026,1,712908,2015-08-27 13:05:04
712908,2,2040565,2015-08-02 10:16:38
