source,etype,target,date
738949,0,708241,2017-03-11 21:34:35
918746,0,708241,2017-03-18 15:47:25
741271,0,708241,2017-03-19 00:23:10
708241,0,684751,2017-03-19 15:20:01
712767,0,708241,2017-03-22 09:36:38
708241,0,714027,2017-03-27 03:23:34
729694,0,708241,2017-03-27 03:23:37
787757,0,708241,2017-03-27 16:35:34
711899,0,708241,2017-03-28 00:31:19
708241,0,653227,2017-03-28 00:32:09
708241,0,664755,2017-03-29 06:20:30
694594,0,708241,2017-03-30 04:10:10
708241,0,903758,2017-03-30 04:11:32
699666,0,708241,2017-04-02 20:19:06
862828,0,708241,2017-04-05 04:53:48
708241,0,664443,2017-04-06 02:40:57
708241,0,763749,2017-04-06 18:51:26
609817,0,708241,2017-04-07 08:55:29
686817,0,708241,2017-04-09 18:41:34
708241,0,707758,2017-04-11 09:41:39
708241,0,814498,2017-04-15 04:27:56
711772,0,708241,2017-04-21 15:47:45
708241,0,640198,2017-04-22 01:19:49
708241,0,769622,2017-04-27 16:46:06
708241,0,710714,2017-04-27 21:28:15
655794,0,708241,2017-04-28 10:59:10
597020,0,708241,2017-04-28 19:05:32
708241,0,730800,2017-05-04 04:45:09
704095,0,708241,2017-05-08 08:20:53
708241,0,713489,2017-05-08 08:20:53
708241,0,708305,2017-05-08 15:40:42
700953,0,708241,2017-05-10 03:29:18
708241,1,702511,2017-03-11 21:34:57
746979,1,708241,2017-03-14 16:17:05
708241,1,732447,2017-03-16 00:22:21
881790,1,708241,2017-03-16 00:22:39
713085,1,708241,2017-03-16 00:26:30
708354,1,708241,2017-03-18 15:47:33
708241,1,712781,2017-03-19 00:22:19
708241,1,712941,2017-03-19 18:06:11
714741,1,708241,2017-03-20 07:21:27
708241,1,800743,2017-03-20 07:21:43
716262,1,708241,2017-03-21 17:58:50
708241,1,775142,2017-03-22 09:35:53
708241,1,653386,2017-03-23 09:09:32
708241,1,534470,2017-03-25 01:18:26
708241,1,689419,2017-03-25 01:19:06
708241,1,838410,2017-03-25 13:35:31
779730,1,708241,2017-03-25 13:36:52
791818,1,708241,2017-03-25 21:01:50
747607,1,708241,2017-03-26 01:39:28
708241,1,765831,2017-03-27 16:34:02
724061,1,708241,2017-03-28 23:26:41
713947,1,708241,2017-03-29 22:46:38
533943,1,708241,2017-03-30 20:48:59
708241,1,622220,2017-03-30 20:50:16
668772,1,708241,2017-03-31 13:22:40
721462,1,708241,2017-04-01 07:20:02
708241,1,591149,2017-04-02 20:18:50
708241,1,632064,2017-04-03 05:44:18
675930,1,708241,2017-04-06 02:39:59
708241,1,680615,2017-04-06 18:50:44
708241,1,682686,2017-04-07 08:55:50
708241,1,780577,2017-04-09 18:40:33
641647,1,708241,2017-04-10 04:36:24
708241,1,733513,2017-04-10 04:36:24
744000,1,708241,2017-04-11 09:42:29
708241,1,1045254,2017-04-13 16:53:26
578414,1,708241,2017-04-13 16:53:56
760905,1,708241,2017-04-15 00:52:52
708241,1,755239,2017-04-16 20:54:06
626788,1,708241,2017-04-16 20:54:37
708241,1,779171,2017-04-18 19:14:33
708241,1,713639,2017-04-18 21:27:37
708241,1,642374,2017-04-21 07:40:27
929651,1,708241,2017-04-21 07:41:23
708241,1,582910,2017-04-21 15:47:25
708241,1,689190,2017-04-22 00:41:09
527895,1,708241,2017-04-22 00:42:05
930650,1,708241,2017-04-22 01:19:29
389096,1,708241,2017-04-22 11:39:42
707622,1,708241,2017-04-23 05:00:50
708241,1,734355,2017-04-23 05:01:50
708241,1,743772,2017-04-23 20:59:26
708241,1,715258,2017-04-25 19:27:25
716269,1,708241,2017-04-27 16:45:01
908315,1,708241,2017-04-27 21:28:22
708241,1,716776,2017-04-28 10:58:31
708241,1,924601,2017-04-28 19:05:25
586291,1,708241,2017-04-30 03:43:40
708241,1,719198,2017-04-30 03:44:06
877066,1,708241,2017-05-04 04:45:53
699856,1,708241,2017-05-08 15:40:45
679800,1,708241,2017-05-08 16:43:18
708241,1,712745,2017-05-08 16:43:45
708241,1,638996,2017-05-09 01:21:48
708241,1,838257,2017-05-10 03:28:44
708241,1,679056,2017-05-10 12:20:15
681051,1,708241,2017-05-11 10:44:48
708241,1,733350,2017-05-11 10:45:25
708241,2,2040565,2017-03-26 01:39:53
708241,2,2040565,2017-03-27 03:23:34
708241,2,2038024,2017-04-11 09:41:39
708241,2,2040565,2017-05-08 15:40:42
