source,etype,target,time,date
712632,0,725242,911907,2015-05-22 03:18:27
714649,0,725242,934211,2015-05-22 09:30:11
725242,0,714046,1182718,2015-05-25 06:31:58
715867,0,725242,1182740,2015-05-25 06:32:20
725242,0,1376868,1341079,2015-05-27 02:31:19
725242,0,715343,1449177,2015-05-28 08:32:57
1376868,0,725242,1449261,2015-05-28 08:34:21
701016,0,725242,1460689,2015-05-28 11:44:49
725242,0,713639,1460703,2015-05-28 11:45:03
725242,0,1963161,1859923,2015-06-02 02:38:43
725242,0,713958,1965760,2015-06-03 08:02:40
711837,0,725242,2038462,2015-06-04 04:14:22
725242,0,720172,2083147,2015-06-04 16:39:07
716875,0,725242,2127188,2015-06-05 04:53:08
725242,0,715622,2127197,2015-06-05 04:53:17
717602,0,725242,2132106,2015-06-05 06:15:06
725242,0,713132,2132107,2015-06-05 06:15:07
711899,0,725242,2358230,2015-06-07 21:03:50
710642,0,725242,2422213,2015-06-08 14:50:13
713968,0,725242,2518033,2015-06-09 17:27:13
725242,0,690241,2518039,2015-06-09 17:27:19
725242,0,723034,2545910,2015-06-10 01:11:50
690365,0,725242,2545988,2015-06-10 01:13:08
725242,0,716837,2767028,2015-06-12 14:37:08
712967,0,725242,2767074,2015-06-12 14:37:54
713056,0,725242,2891362,2015-06-14 01:09:22
725242,0,708992,2891436,2015-06-14 01:10:36
733596,0,725242,3578229,2015-06-21 23:57:09
725242,0,333461,3761132,2015-06-24 02:45:32
725242,0,732773,4596979,2015-07-03 18:56:19
722937,0,725242,4632332,2015-07-04 04:45:32
725242,0,711147,4735533,2015-07-05 09:25:33
725242,0,691280,5067890,2015-07-09 05:44:50
1981017,0,725242,5067941,2015-07-09 05:45:41
703949,0,725242,5141236,2015-07-10 02:07:16
725242,0,713474,5141289,2015-07-10 02:08:09
725242,0,735160,5170030,2015-07-10 10:07:10
700879,0,725242,5620743,2015-07-15 15:19:03
725242,0,713814,5877618,2015-07-18 14:40:18
725242,0,727547,6012637,2015-07-20 04:10:37
366480,0,725242,6012683,2015-07-20 04:11:23
725242,0,711177,6303780,2015-07-23 13:03:00
725242,0,717569,6318111,2015-07-23 17:01:51
725242,0,713639,6560600,2015-07-26 12:23:20
714401,0,725242,6560657,2015-07-26 12:24:17
743921,0,725242,6662129,2015-07-27 16:35:29
725242,0,676586,6851580,2015-07-29 21:13:00
725242,0,710492,7840967,2015-08-10 08:02:47
714507,0,725242,7841025,2015-08-10 08:03:45
714248,0,725242,7896597,2015-08-10 23:29:57
725242,0,708118,7896650,2015-08-10 23:30:50
725242,1,711904,911892,2015-05-22 03:18:12
1376868,1,725242,931765,2015-05-22 08:49:25
725242,1,707386,1072383,2015-05-23 23:53:03
715725,1,725242,1341060,2015-05-27 02:31:00
725242,1,1376868,1382133,2015-05-27 13:55:33
699266,1,725242,1382191,2015-05-27 13:56:31
1376868,1,725242,1386639,2015-05-27 15:10:39
714301,1,725242,1597824,2015-05-30 01:50:24
706355,1,725242,1950740,2015-06-03 03:52:20
725242,1,699935,1950780,2015-06-03 03:53:00
707883,1,725242,1991016,2015-06-03 15:03:36
725242,1,1376868,2038420,2015-06-04 04:13:40
692918,1,725242,2083119,2015-06-04 16:38:39
713876,1,725242,2307963,2015-06-07 07:06:03
725242,1,695351,2358175,2015-06-07 21:02:55
725242,1,695453,2422197,2015-06-08 14:49:57
725242,1,701116,2442551,2015-06-08 20:29:11
703042,1,725242,2518578,2015-06-09 17:36:18
725242,1,706387,2518641,2015-06-09 17:37:21
725242,1,707583,2539359,2015-06-09 23:22:39
714992,1,725242,2587849,2015-06-10 12:50:49
732782,1,725242,2744962,2015-06-12 08:29:22
725242,1,707711,2744991,2015-06-12 08:29:51
725242,1,715573,2828130,2015-06-13 07:35:30
690356,1,725242,2847091,2015-06-13 12:51:31
721230,1,725242,2898385,2015-06-14 03:06:25
725242,1,727258,2898406,2015-06-14 03:06:46
725242,1,709654,2977944,2015-06-15 01:12:24
725242,1,711910,3303592,2015-06-18 19:39:52
725242,1,718046,3332568,2015-06-19 03:42:48
712845,1,725242,3357218,2015-06-19 10:33:38
725242,1,704078,3357218,2015-06-19 10:33:38
693790,1,725242,3376952,2015-06-19 16:02:32
725242,1,735172,3376976,2015-06-19 16:02:56
725242,1,718056,3432942,2015-06-20 07:35:42
710714,1,725242,3432966,2015-06-20 07:36:06
725242,1,698014,3578277,2015-06-21 23:57:57
725242,1,733378,3601814,2015-06-22 06:30:14
1963161,1,725242,3761143,2015-06-24 02:45:43
725242,1,713245,3778866,2015-06-24 07:41:06
725242,1,731657,3781267,2015-06-24 08:21:07
701180,1,725242,3877913,2015-06-25 11:11:53
725242,1,739649,3877992,2015-06-25 11:13:12
725242,1,722747,3950685,2015-06-26 07:24:45
703037,1,725242,3950734,2015-06-26 07:25:34
725242,1,732244,4090841,2015-06-27 22:20:41
270116,1,725242,4105753,2015-06-28 02:29:13
731656,1,725242,4132864,2015-06-28 10:01:04
692094,1,725242,4164487,2015-06-28 18:48:07
722023,1,725242,4217407,2015-06-29 09:30:07
714225,1,725242,4217413,2015-06-29 09:30:13
725242,1,737825,4244333,2015-06-29 16:58:53
706109,1,725242,4244387,2015-06-29 16:59:47
725397,1,725242,4286074,2015-06-30 04:34:34
725242,1,692001,4286122,2015-06-30 04:35:22
697230,1,725242,4596968,2015-07-03 18:56:08
725242,1,722621,4632358,2015-07-04 04:45:58
744040,1,725242,4735564,2015-07-05 09:26:04
736122,1,725242,4749509,2015-07-05 13:18:29
725242,1,733898,4899162,2015-07-07 06:52:42
725242,1,739610,5062200,2015-07-09 04:10:00
725242,1,692719,5062256,2015-07-09 04:10:56
706681,1,725242,5118188,2015-07-09 19:43:08
705819,1,725242,5329314,2015-07-12 06:21:54
725242,1,685890,5522367,2015-07-14 11:59:27
725242,1,686079,5522374,2015-07-14 11:59:34
718223,1,725242,5569457,2015-07-15 01:04:17
725242,1,713389,5620729,2015-07-15 15:18:49
725242,1,713639,5676670,2015-07-16 06:51:10
737567,1,725242,5676742,2015-07-16 06:52:22
688044,1,725242,5731720,2015-07-16 22:08:40
713196,1,725242,5731757,2015-07-16 22:09:17
693426,1,725242,5877632,2015-07-18 14:40:32
715508,1,725242,5977042,2015-07-19 18:17:22
725242,1,712733,5977101,2015-07-19 18:18:21
725242,1,712356,6143810,2015-07-21 16:36:50
725242,1,723900,6294414,2015-07-23 10:26:54
710177,1,725242,6303728,2015-07-23 13:02:08
711589,1,725242,6318110,2015-07-23 17:01:50
726421,1,725242,6662172,2015-07-27 16:36:12
725156,1,725242,6851209,2015-07-29 21:06:49
712560,1,725242,6851232,2015-07-29 21:07:12
713173,1,725242,6851568,2015-07-29 21:12:48
725242,1,690387,7026717,2015-07-31 21:51:57
725242,1,730810,7126089,2015-08-02 01:28:09
716309,1,725242,7126149,2015-08-02 01:29:09
725242,1,689890,7510867,2015-08-06 12:21:07
715205,1,725242,7510908,2015-08-06 12:21:48
725242,1,685813,7840505,2015-08-10 07:55:05
735357,1,725242,7840550,2015-08-10 07:55:50
725242,2,2040565,1182718,2015-05-25 06:31:58
725242,2,2040565,1449177,2015-05-28 08:32:57
725242,2,2040565,2132107,2015-06-05 06:15:07
725242,2,2040565,7840967,2015-08-10 08:02:47
