source,etype,target,date
822840,0,668620,2017-06-04 00:17:49
668620,0,838429,2017-06-07 08:29:55
668620,0,1718952,2017-06-25 15:15:19
668620,0,1718952,2017-06-26 15:15:19
1718952,0,668620,2017-06-29 15:15:19
1718952,0,668620,2017-07-01 15:15:19
672095,0,668620,2017-07-05 12:20:48
668620,0,700349,2017-07-08 22:46:02
668620,0,1718952,2017-07-11 15:15:19
668620,0,1718952,2017-07-21 15:15:19
668620,0,723851,2017-07-22 05:04:00
668620,0,1718952,2017-07-22 15:15:19
712927,1,668620,2017-05-31 18:20:07
668620,1,844294,2017-06-04 00:16:55
727866,1,668620,2017-06-07 08:29:03
668620,1,738674,2017-07-05 12:21:25
668620,1,738274,2017-07-08 22:46:04
724981,1,668620,2017-07-21 04:29:22
923181,1,668620,2017-07-21 04:29:49
817207,1,668620,2017-07-22 05:03:46
713489,1,668620,2017-07-25 14:18:58
668620,2,2037802,2017-06-27 15:15:19
