source,etype,target,date
706483,0,722443,2015-05-29 22:00:37
717746,0,706483,2015-05-31 02:50:00
713892,0,706483,2015-06-01 04:18:10
701506,0,706483,2015-06-03 07:27:37
710063,0,706483,2015-06-03 19:53:51
706483,0,699164,2015-06-05 00:16:36
706483,0,701534,2015-06-05 02:14:25
717625,0,706483,2015-06-05 02:14:41
706483,0,713194,2015-06-05 21:20:29
713307,0,706483,2015-06-05 21:20:42
706483,0,713261,2015-06-05 23:08:40
713410,0,706483,2015-06-06 09:57:58
706483,0,699777,2015-06-06 09:58:03
706483,0,711303,2015-06-06 18:32:42
706483,0,695386,2015-06-07 12:40:38
706483,0,696643,2015-06-07 13:11:00
722999,0,706483,2015-06-07 17:42:53
706483,0,713767,2015-06-07 17:44:02
713639,0,706483,2015-06-11 11:00:05
713693,0,706483,2015-06-11 23:01:44
706483,0,703132,2015-06-11 23:02:16
731396,0,706483,2015-06-12 00:42:08
706483,0,727166,2015-06-12 19:03:38
718366,0,706483,2015-06-12 19:03:55
718199,0,706483,2015-06-14 02:16:04
713234,0,706483,2015-06-14 02:52:20
706483,0,731800,2015-06-14 02:53:26
706483,0,709058,2015-06-15 19:16:44
709854,0,706483,2015-06-16 13:01:06
713474,0,706483,2015-06-17 20:05:34
706483,0,709345,2015-06-18 16:48:10
706483,0,711628,2015-06-20 10:33:36
713474,0,706483,2015-06-20 10:33:52
712194,0,706483,2015-06-21 02:09:36
715386,0,706483,2015-06-21 15:07:03
712821,0,706483,2015-06-21 23:59:03
706483,0,700686,2015-06-22 00:00:19
706483,0,709776,2015-06-22 20:18:04
706748,0,706483,2015-06-24 15:12:13
706483,0,699922,2015-06-27 02:22:56
741380,0,706483,2015-06-28 13:42:36
706483,0,1256646,2015-07-01 00:37:58
709884,0,706483,2015-07-02 02:56:34
700634,0,706483,2015-07-02 07:55:12
706483,0,713639,2015-07-02 07:55:42
706483,0,719404,2015-07-03 05:43:54
706483,0,720426,2015-07-03 05:44:46
706483,0,716625,2015-07-03 09:35:13
714007,0,706483,2015-07-04 12:28:53
713743,0,706483,2015-07-04 22:07:38
706483,0,705972,2015-07-04 22:07:57
741930,0,706483,2015-07-06 04:35:36
706483,0,717798,2015-07-06 04:35:52
706483,0,687575,2015-07-10 12:21:09
706592,0,706483,2015-07-10 13:22:05
689814,0,706483,2015-07-10 20:27:49
706483,0,734464,2015-07-11 14:51:15
731414,0,706483,2015-07-11 14:51:38
706483,0,732859,2015-07-12 01:25:51
706483,0,735066,2015-07-13 19:04:11
726296,0,706483,2015-07-13 19:37:59
716714,0,706483,2015-07-13 19:38:22
733022,0,706483,2015-07-15 22:19:18
708806,0,706483,2015-07-19 00:19:33
706483,0,744668,2015-07-22 14:45:04
706483,0,692078,2015-07-23 21:12:44
693684,0,706483,2015-07-26 04:31:14
706483,0,714350,2015-07-26 04:31:23
706483,0,699827,2015-07-26 10:30:46
678453,0,706483,2015-07-26 15:32:50
712955,0,706483,2015-07-26 15:33:03
706483,0,714773,2015-07-27 05:23:45
710990,0,706483,2015-07-27 06:56:57
706483,0,737200,2015-07-27 06:57:39
713378,0,706483,2015-07-27 07:04:21
706483,0,714909,2015-07-27 07:05:12
706483,1,708634,2015-05-27 02:39:43
715386,1,706483,2015-05-27 02:40:15
712697,1,706483,2015-05-28 19:15:02
706483,1,709521,2015-05-28 19:16:07
706483,1,710749,2015-05-28 22:25:02
706483,1,720878,2015-05-29 00:02:00
726569,1,706483,2015-05-29 00:33:01
702682,1,706483,2015-05-29 22:01:13
706483,1,707837,2015-06-01 05:48:03
706483,1,697073,2015-06-01 12:49:07
698948,1,706483,2015-06-01 12:50:27
706483,1,721597,2015-06-03 03:05:32
713028,1,706483,2015-06-03 03:06:18
706483,1,705944,2015-06-03 07:27:27
721318,1,706483,2015-06-03 16:39:49
706483,1,714285,2015-06-03 19:55:01
713725,1,706483,2015-06-05 00:16:41
706483,1,715622,2015-06-05 19:31:56
710212,1,706483,2015-06-05 23:07:49
714649,1,706483,2015-06-06 17:49:56
