source,etype,target,time,date
714046,0,471411,63409256,2017-05-14 11:40:56
714046,0,471411,65137256,2017-06-03 11:40:56
124281,0,471411,65310056,2017-06-05 11:40:56
124281,0,471411,65482856,2017-06-07 11:40:56
471411,0,816017,65742056,2017-06-10 11:40:56
471411,0,816017,66606056,2017-06-20 11:40:56
471411,0,816017,66778856,2017-06-22 11:40:56
816017,0,471411,66865256,2017-06-23 11:40:56
816017,0,471411,66951656,2017-06-24 11:40:56
816017,0,471411,67815656,2017-07-04 11:40:56
124281,0,471411,68074856,2017-07-07 11:40:56
816017,0,471411,69543656,2017-07-24 11:40:56
816017,0,471411,70407656,2017-08-03 11:40:56
