source,etype,target,time,date
1271503,0,320914,68708943,2017-07-14 19:49:03
320914,0,804426,68809964,2017-07-15 23:52:44
320914,0,710063,68814541,2017-07-16 01:09:01
712697,0,320914,68814572,2017-07-16 01:09:32
753382,0,320914,68880452,2017-07-16 19:27:32
320914,0,580766,68881743,2017-07-16 19:49:03
984346,0,320914,68909792,2017-07-17 03:36:32
320914,0,580766,69054543,2017-07-18 19:49:03
320914,0,719723,69065361,2017-07-18 22:49:21
633779,0,320914,69242556,2017-07-21 00:02:36
722737,0,320914,69339839,2017-07-22 03:03:59
320914,0,701500,69339862,2017-07-22 03:04:22
320914,0,673324,69405217,2017-07-22 21:13:37
815091,0,320914,69405248,2017-07-22 21:14:08
320914,0,733302,69406191,2017-07-22 21:29:51
320914,0,712031,69656523,2017-07-25 19:02:03
701012,0,320914,69656546,2017-07-25 19:02:26
810083,0,320914,69665630,2017-07-25 21:33:50
320914,0,979252,69665657,2017-07-25 21:34:17
713474,0,320914,69676462,2017-07-26 00:34:22
732755,0,320914,69711934,2017-07-26 10:25:34
320914,0,682609,69711950,2017-07-26 10:25:50
320914,0,623951,69724625,2017-07-26 13:57:05
723504,0,320914,69724662,2017-07-26 13:57:42
320914,0,754890,69839953,2017-07-27 21:59:13
320914,0,758970,69878161,2017-07-28 08:36:01
594082,0,320914,69878198,2017-07-28 08:36:38
930577,0,320914,69921770,2017-07-28 20:42:50
678972,0,320914,69922919,2017-07-28 21:01:59
320914,0,706872,69922925,2017-07-28 21:02:05
539624,0,320914,69961938,2017-07-29 07:52:18
320914,0,573803,70058128,2017-07-30 10:35:28
320914,0,666875,70243694,2017-08-01 14:08:14
320914,0,736066,70319470,2017-08-02 11:11:10
665407,0,320914,70319487,2017-08-02 11:11:27
320914,0,689068,70329137,2017-08-02 13:52:17
713855,0,320914,70329140,2017-08-02 13:52:20
320914,0,776342,70384795,2017-08-03 05:19:55
320914,0,772702,70384796,2017-08-03 05:19:56
320914,0,908395,70404191,2017-08-03 10:43:11
320914,0,713563,70404570,2017-08-03 10:49:30
576628,0,320914,70418224,2017-08-03 14:37:04
934822,0,320914,70429646,2017-08-03 17:47:26
320914,1,586693,68733864,2017-07-15 02:44:24
879722,1,320914,68748989,2017-07-15 06:56:29
588678,1,320914,68810030,2017-07-15 23:53:50
730359,1,320914,68826583,2017-07-16 04:29:43
320914,1,734109,68840006,2017-07-16 08:13:26
739484,1,320914,68852618,2017-07-16 11:43:38
320914,1,799764,68880438,2017-07-16 19:27:18
667406,1,320914,68880983,2017-07-16 19:36:23
320914,1,802088,68881021,2017-07-16 19:37:01
757993,1,320914,68901500,2017-07-17 01:18:20
320914,1,684759,68901536,2017-07-17 01:18:56
780580,1,320914,68915994,2017-07-17 05:19:54
802962,1,320914,68916005,2017-07-17 05:20:05
320914,1,743225,68936722,2017-07-17 11:05:22
675749,1,320914,68936803,2017-07-17 11:06:43
788808,1,320914,69065327,2017-07-18 22:48:47
320914,1,714258,69143161,2017-07-19 20:26:01
714021,1,320914,69176648,2017-07-20 05:44:08
320914,1,952958,69176658,2017-07-20 05:44:18
320914,1,625463,69229240,2017-07-20 20:20:40
320914,1,531341,69242500,2017-07-21 00:01:40
320914,1,713336,69391261,2017-07-22 17:21:01
756253,1,320914,69391281,2017-07-22 17:21:21
862298,1,320914,69406199,2017-07-22 21:29:59
320914,1,749819,69418061,2017-07-23 00:47:41
320914,1,563174,69499430,2017-07-23 23:23:50
320914,1,772437,69535127,2017-07-24 09:18:47
733373,1,320914,69535136,2017-07-24 09:18:56
632390,1,320914,69668717,2017-07-25 22:25:17
727480,1,320914,69676439,2017-07-26 00:33:59
684855,1,320914,69839936,2017-07-27 21:58:56
320914,1,572561,69921802,2017-07-28 20:43:22
320914,1,729980,69961865,2017-07-29 07:51:05
711209,1,320914,70013424,2017-07-29 22:10:24
320914,1,835496,70053425,2017-07-30 09:17:05
946383,1,320914,70053511,2017-07-30 09:18:31
713064,1,320914,70058167,2017-07-30 10:36:07
320914,1,710041,70068108,2017-07-30 13:21:48
320914,1,868550,70103849,2017-07-30 23:17:29
320914,1,892398,70129165,2017-07-31 06:19:25
320914,1,570237,70145839,2017-07-31 10:57:19
753587,1,320914,70147152,2017-07-31 11:19:12
320914,1,676147,70197614,2017-08-01 01:20:14
320914,1,666544,70197633,2017-08-01 01:20:33
760233,1,320914,70242341,2017-08-01 13:45:41
630731,1,320914,70242382,2017-08-01 13:46:22
709427,1,320914,70243642,2017-08-01 14:07:22
320914,1,539516,70370277,2017-08-03 01:17:57
723982,1,320914,70404141,2017-08-03 10:42:21
722896,1,320914,70404588,2017-08-03 10:49:48
320914,1,774478,70429661,2017-08-03 17:47:41
320914,2,2040565,69339862,2017-07-22 03:04:22
320914,2,2040565,69711950,2017-07-26 10:25:50
