source,etype,target,time,date
178026,0,597466,78462688,2017-11-04 17:11:28
1448580,0,178026,78485700,2017-11-04 23:35:00
178026,0,720233,78572100,2017-11-05 23:35:00
720233,0,178026,78744900,2017-11-07 23:35:00
1609888,0,178026,78744900,2017-11-07 23:35:00
720233,0,178026,78831300,2017-11-08 23:35:00
1609888,0,178026,78831300,2017-11-08 23:35:00
1609888,0,178026,79436100,2017-11-15 23:35:00
717973,1,178026,78462734,2017-11-04 17:12:14
178026,1,824726,79309688,2017-11-14 12:28:08
829822,1,178026,79309697,2017-11-14 12:28:17
178026,2,2040565,78462688,2017-11-04 17:11:28
