source,etype,target,time,date
391643,0,1718952,62126119,2017-04-29 15:15:19
391643,0,1718952,62298919,2017-05-01 15:15:19
391643,0,1718952,62385319,2017-05-02 15:15:19
391643,0,1718952,62471719,2017-05-03 15:15:19
1718952,0,821783,62505471,2017-05-04 00:37:51
1718952,0,668620,62730919,2017-05-06 15:15:19
668620,0,1718952,62990119,2017-05-09 15:15:19
1718952,0,668620,62990119,2017-05-09 15:15:19
668620,0,1718952,63854119,2017-05-19 15:15:19
1718952,0,836220,63961987,2017-05-20 21:13:07
668620,0,1718952,64458919,2017-05-26 15:15:19
1718952,0,673880,65165865,2017-06-03 19:37:45
713781,0,1718952,66346780,2017-06-17 11:39:40
1718952,0,591176,66346788,2017-06-17 11:39:48
668620,0,1718952,67050919,2017-06-25 15:15:19
668620,0,1718952,67137319,2017-06-26 15:15:19
1718952,0,668620,67396519,2017-06-29 15:15:19
1718952,0,668620,67569319,2017-07-01 15:15:19
706689,0,1718952,68046627,2017-07-07 03:50:27
668620,0,1718952,68433319,2017-07-11 15:15:19
1718952,0,739091,68991147,2017-07-18 02:12:27
664697,0,1718952,68991191,2017-07-18 02:13:11
668620,0,1718952,69297319,2017-07-21 15:15:19
668620,0,1718952,69383719,2017-07-22 15:15:19
793954,0,1718952,69558481,2017-07-24 15:48:01
1718952,0,998432,71150788,2017-08-12 02:06:28
1718952,1,845316,62222099,2017-04-30 17:54:59
706117,1,1718952,62222126,2017-04-30 17:55:26
769621,1,1718952,62505435,2017-05-04 00:37:15
1718952,1,653726,62866309,2017-05-08 04:51:49
916790,1,1718952,62971363,2017-05-09 10:02:43
625760,1,1718952,63933292,2017-05-20 13:14:52
685584,1,1718952,63933348,2017-05-20 13:15:48
711965,1,1718952,63962070,2017-05-20 21:14:30
1718952,1,663794,63993959,2017-05-21 06:05:59
1718952,1,806539,63994014,2017-05-21 06:06:54
1718952,1,799691,65165874,2017-06-03 19:37:54
549142,1,1718952,67297879,2017-06-28 11:51:19
1718952,1,1310919,67767319,2017-07-03 22:15:19
1718952,1,706198,68046578,2017-07-07 03:49:38
1718952,1,708523,69558441,2017-07-24 15:47:21
715961,1,1718952,71150805,2017-08-12 02:06:45
1718952,1,802372,72219727,2017-08-24 11:02:07
