source,etype,target,time,date
715806,0,715811,137387,2015-05-13 04:09:47
715811,0,714717,155320,2015-05-13 09:08:40
711030,0,715811,155329,2015-05-13 09:08:49
714152,0,715811,178776,2015-05-13 15:39:36
715811,0,713173,196638,2015-05-13 20:37:18
711567,0,715811,225576,2015-05-14 04:39:36
715811,0,710947,273544,2015-05-14 17:59:04
715811,0,712886,277151,2015-05-14 18:59:11
714545,0,715811,280757,2015-05-14 19:59:17
715811,0,713997,284896,2015-05-14 21:08:16
715811,0,715914,288291,2015-05-14 22:04:51
711805,0,715811,324779,2015-05-15 08:12:59
715811,0,712142,324810,2015-05-15 08:13:30
710509,0,715811,340603,2015-05-15 12:36:43
712781,0,715811,345842,2015-05-15 14:04:02
714284,0,715811,354005,2015-05-15 16:20:05
715811,0,719108,360458,2015-05-15 18:07:38
715811,0,713701,370650,2015-05-15 20:57:30
712049,0,715811,370679,2015-05-15 20:57:59
715811,0,713400,395855,2015-05-16 03:57:35
713855,0,715811,395878,2015-05-16 03:57:58
715811,0,710177,419100,2015-05-16 10:25:00
715811,0,708826,474714,2015-05-17 01:51:54
714205,0,715811,474778,2015-05-17 01:52:58
715811,0,715171,519255,2015-05-17 14:14:15
1376868,0,715811,530259,2015-05-17 17:17:39
715811,0,719718,549348,2015-05-17 22:35:48
715811,0,716359,569441,2015-05-18 04:10:41
715811,0,292073,607632,2015-05-18 14:47:12
713701,0,715811,614511,2015-05-18 16:41:51
347566,0,715811,618082,2015-05-18 17:41:22
715811,0,712997,645530,2015-05-19 01:18:50
720659,0,715811,646820,2015-05-19 01:40:20
715811,0,711579,733392,2015-05-20 01:43:12
714723,0,715811,765938,2015-05-20 10:45:38
715811,0,717078,892976,2015-05-21 22:02:56
710433,0,715811,893051,2015-05-21 22:04:11
722229,0,715811,918952,2015-05-22 05:15:52
715811,0,712142,943565,2015-05-22 12:06:05
721531,0,715811,967098,2015-05-22 18:38:18
715811,0,707217,979869,2015-05-22 22:11:09
713929,0,715811,979875,2015-05-22 22:11:15
715811,0,709198,982464,2015-05-22 22:54:24
347669,0,715811,1016859,2015-05-23 08:27:39
1963161,0,715811,1040795,2015-05-23 15:06:35
715811,0,712948,1043529,2015-05-23 15:52:09
715811,0,722847,1087893,2015-05-24 04:11:33
715811,0,718228,1100853,2015-05-24 07:47:33
707160,0,715811,1108753,2015-05-24 09:59:13
715972,0,715811,1112167,2015-05-24 10:56:07
713743,0,715811,1131069,2015-05-24 16:11:09
705001,0,715811,1134116,2015-05-24 17:01:56
715811,0,717025,1134128,2015-05-24 17:02:08
715811,0,710850,1141015,2015-05-24 18:56:55
705587,0,715811,1141068,2015-05-24 18:57:48
715811,0,712919,1160400,2015-05-25 00:20:00
712419,0,715811,1186985,2015-05-25 07:43:05
715811,0,705460,1187008,2015-05-25 07:43:28
713909,0,715811,1197887,2015-05-25 10:44:47
715811,0,712394,1246928,2015-05-26 00:22:08
715811,0,709075,1272288,2015-05-26 07:24:48
712745,0,715811,1272332,2015-05-26 07:25:32
702014,0,715811,1293177,2015-05-26 13:12:57
711030,0,715811,1293674,2015-05-26 13:21:14
715811,0,713701,1293701,2015-05-26 13:21:41
715811,0,713085,1342730,2015-05-27 02:58:50
715811,0,714237,1441920,2015-05-28 06:32:00
715811,0,703926,1443217,2015-05-28 06:53:37
715811,0,713701,1466369,2015-05-28 13:19:29
715811,0,724493,1484757,2015-05-28 18:25:57
712466,0,715811,1506399,2015-05-29 00:26:39
715811,0,713389,1506447,2015-05-29 00:27:27
292073,0,715811,1518673,2015-05-29 03:51:13
715811,0,713474,1518703,2015-05-29 03:51:43
713743,0,715811,1558788,2015-05-29 14:59:48
711970,0,715811,1565534,2015-05-29 16:52:14
715811,0,707672,1565564,2015-05-29 16:52:44
713113,0,715811,1617971,2015-05-30 07:26:11
699070,0,715811,1635359,2015-05-30 12:15:59
726626,0,715811,1656568,2015-05-30 18:09:28
715811,0,698461,1669623,2015-05-30 21:47:03
715811,0,702815,1785943,2015-06-01 06:05:43
