source,etype,target,time,date
713275,0,711990,79741,2015-05-12 12:09:01
711990,0,713892,89620,2015-05-12 14:53:40
711990,0,713474,91939,2015-05-12 15:32:19
713814,0,711990,102763,2015-05-12 18:32:43
713743,0,711990,102896,2015-05-12 18:34:56
713062,0,711990,111480,2015-05-12 20:58:00
713929,0,711990,112941,2015-05-12 21:22:21
711990,0,711512,113004,2015-05-12 21:23:24
711990,0,713876,115309,2015-05-12 22:01:49
711990,0,712829,117687,2015-05-12 22:41:27
715158,0,711990,119054,2015-05-12 23:04:14
713958,0,711990,133722,2015-05-13 03:08:42
711938,0,711990,149869,2015-05-13 07:37:49
711990,0,712849,151437,2015-05-13 08:03:57
715062,0,711990,151456,2015-05-13 08:04:16
711990,0,710754,151478,2015-05-13 08:04:38
712590,0,711990,163393,2015-05-13 11:23:13
711990,0,713474,163424,2015-05-13 11:23:44
711990,0,713234,188161,2015-05-13 18:16:01
711990,0,714180,197119,2015-05-13 20:45:19
713196,0,711990,200096,2015-05-13 21:34:56
711990,0,712382,204721,2015-05-13 22:52:01
714394,0,711990,205821,2015-05-13 23:10:21
713701,0,711990,208732,2015-05-13 23:58:52
713958,0,711990,211039,2015-05-14 00:37:19
712095,0,711990,211051,2015-05-14 00:37:31
711990,0,717255,236007,2015-05-14 07:33:27
715591,0,711990,236022,2015-05-14 07:33:42
711990,0,713767,246484,2015-05-14 10:28:04
711990,0,716958,253277,2015-05-14 12:21:17
713056,0,711990,254223,2015-05-14 12:37:03
711990,0,1376868,254238,2015-05-14 12:37:18
711990,0,713266,260254,2015-05-14 14:17:34
715566,0,711990,264455,2015-05-14 15:27:35
711990,0,713822,280212,2015-05-14 19:50:12
711990,0,712067,311525,2015-05-15 04:32:05
711990,0,713183,329945,2015-05-15 09:39:05
1376868,0,711990,329983,2015-05-15 09:39:43
711990,0,714846,333662,2015-05-15 10:41:02
711990,0,711866,366025,2015-05-15 19:40:25
713275,0,711990,366065,2015-05-15 19:41:05
712597,0,711990,372916,2015-05-15 21:35:16
711990,0,712387,379548,2015-05-15 23:25:48
711990,0,715284,390392,2015-05-16 02:26:32
711990,0,717035,431162,2015-05-16 13:46:02
711990,0,1963161,445964,2015-05-16 17:52:44
366480,0,711990,446008,2015-05-16 17:53:28
711990,0,713799,468496,2015-05-17 00:08:16
719369,0,711990,499722,2015-05-17 08:48:42
711990,0,715452,499724,2015-05-17 08:48:44
711990,0,704589,522337,2015-05-17 15:05:37
704585,0,711990,522360,2015-05-17 15:06:00
708498,0,711990,534692,2015-05-17 18:31:32
707664,0,711990,537918,2015-05-17 19:25:18
715806,0,711990,538592,2015-05-17 19:36:32
709443,0,711990,565375,2015-05-18 03:02:55
711990,0,709635,567675,2015-05-18 03:41:15
711990,0,705082,594861,2015-05-18 11:14:21
713127,0,711990,594921,2015-05-18 11:15:21
711990,0,710812,600260,2015-05-18 12:44:20
710341,0,711990,642140,2015-05-19 00:22:20
712035,0,711990,653102,2015-05-19 03:25:02
711990,0,703183,653136,2015-05-19 03:25:36
708040,0,711990,666017,2015-05-19 07:00:17
711990,0,718935,666046,2015-05-19 07:00:46
713639,0,711990,688579,2015-05-19 13:16:19
711990,0,713468,688654,2015-05-19 13:17:34
721598,0,711990,723509,2015-05-19 22:58:29
711990,0,711545,723539,2015-05-19 22:58:59
711990,0,713318,736237,2015-05-20 02:30:37
713336,0,711990,736261,2015-05-20 02:31:01
708059,0,711990,753815,2015-05-20 07:23:35
711319,0,711990,754869,2015-05-20 07:41:09
711990,0,713936,754886,2015-05-20 07:41:26
711990,0,713919,756742,2015-05-20 08:12:22
711990,0,714124,757803,2015-05-20 08:30:03
711990,0,712900,792875,2015-05-20 18:14:35
711990,0,712481,804095,2015-05-20 21:21:35
708715,0,711990,804139,2015-05-20 21:22:19
711990,0,714762,809787,2015-05-20 22:56:27
708552,0,711990,824835,2015-05-21 03:07:15
711990,0,719558,826624,2015-05-21 03:37:04
711990,0,709715,855317,2015-05-21 11:35:17
709977,0,711990,855367,2015-05-21 11:36:07
715540,0,711990,857141,2015-05-21 12:05:41
713855,0,711990,883335,2015-05-21 19:22:15
711990,0,711750,883364,2015-05-21 19:22:44
711990,0,713214,894487,2015-05-21 22:28:07
712292,0,711990,907346,2015-05-22 02:02:26
704915,0,711990,960911,2015-05-22 16:55:11
711990,0,713366,1012294,2015-05-23 07:11:34
711990,0,726422,1043879,2015-05-23 15:57:59
708835,0,711990,1045751,2015-05-23 16:29:11
715278,0,711990,1068256,2015-05-23 22:44:16
711990,0,704125,1068296,2015-05-23 22:44:56
712990,0,711990,1068853,2015-05-23 22:54:13
711990,0,715483,1068915,2015-05-23 22:55:15
707196,0,711990,1072640,2015-05-23 23:57:20
711990,0,718876,1072659,2015-05-23 23:57:39
711990,0,711165,1084628,2015-05-24 03:17:08
715039,0,711990,1119303,2015-05-24 12:55:03
711990,0,720733,1120978,2015-05-24 13:22:58
712934,0,711990,1158864,2015-05-24 23:54:24
704151,0,711990,1173048,2015-05-25 03:50:48
711990,0,710000,1199775,2015-05-25 11:16:15
710738,0,711990,1199786,2015-05-25 11:16:26
711990,0,714734,1200216,2015-05-25 11:23:36
711990,0,709861,1217692,2015-05-25 16:14:52
711990,0,720900,1228008,2015-05-25 19:06:48
711990,0,707536,1228027,2015-05-25 19:07:07
726236,0,711990,1256505,2015-05-26 03:01:45
711990,0,706500,1276856,2015-05-26 08:40:56
711990,0,702879,1278475,2015-05-26 09:07:55
713767,0,711990,1278476,2015-05-26 09:07:56
714686,0,711990,1305927,2015-05-26 16:45:27
714659,0,711990,1338678,2015-05-27 01:51:18
711990,0,712948,1373879,2015-05-27 11:37:59
717390,0,711990,1412921,2015-05-27 22:28:41
711990,0,707164,1474514,2015-05-28 15:35:14
723049,0,711990,1503847,2015-05-28 23:44:07
716212,0,711990,1586901,2015-05-29 22:48:21
699663,0,711990,1605695,2015-05-30 04:01:35
707719,0,711990,1605756,2015-05-30 04:02:36
711990,0,708077,1607393,2015-05-30 04:29:53
716289,0,711990,1607460,2015-05-30 04:31:00
711990,0,713563,1631400,2015-05-30 11:10:00
709375,0,711990,1631452,2015-05-30 11:10:52
711990,0,714197,1660662,2015-05-30 19:17:42
711990,0,712632,1680772,2015-05-31 00:52:52
721891,0,711990,1680810,2015-05-31 00:53:30
711990,0,697103,1689402,2015-05-31 03:16:42
703908,0,711990,1713170,2015-05-31 09:52:50
711990,0,714821,1715873,2015-05-31 10:37:53
713474,0,711990,1715907,2015-05-31 10:38:27
713224,0,711990,1739231,2015-05-31 17:07:11
707099,0,711990,1739307,2015-05-31 17:08:27
713473,0,711990,1739628,2015-05-31 17:13:48
711990,0,698848,1739645,2015-05-31 17:14:05
719505,0,711990,1794448,2015-06-01 08:27:28
695597,0,711990,1823493,2015-06-01 16:31:33
711990,0,710738,1823562,2015-06-01 16:32:42
711990,0,696490,1827960,2015-06-01 17:46:00
711990,0,713468,1837889,2015-06-01 20:31:29
711990,0,708373,1841347,2015-06-01 21:29:07
711990,0,706516,1982105,2015-06-03 12:35:05
704932,0,711990,1984622,2015-06-03 13:17:02
711990,0,702000,1984628,2015-06-03 13:17:08
711990,0,716462,1985364,2015-06-03 13:29:24
711990,0,708609,2008058,2015-06-03 19:47:38
706731,0,711990,2039633,2015-06-04 04:33:53
713245,0,711990,2054071,2015-06-04 08:34:31
713855,0,711990,2054110,2015-06-04 08:35:10
711990,0,721166,2054296,2015-06-04 08:38:16
711990,0,714350,2065349,2015-06-04 11:42:29
711990,0,696094,2072841,2015-06-04 13:47:21
711990,0,698197,2079048,2015-06-04 15:30:48
709345,0,711990,2079060,2015-06-04 15:31:00
711990,0,728304,2091257,2015-06-04 18:54:17
711990,0,705283,2093456,2015-06-04 19:30:56
713224,0,711990,2136424,2015-06-05 07:27:04
717030,0,711990,2164976,2015-06-05 15:22:56
711990,0,705365,2164996,2015-06-05 15:23:16
714902,0,711990,2171018,2015-06-05 17:03:38
710301,0,711990,2221216,2015-06-06 07:00:16
723819,0,711990,2227912,2015-06-06 08:51:52
699490,0,711990,2240132,2015-06-06 12:15:32
711990,0,725607,2256875,2015-06-06 16:54:35
717263,0,711990,2256921,2015-06-06 16:55:21
712044,0,711990,2275767,2015-06-06 22:09:27
698621,0,711990,2288558,2015-06-07 01:42:38
711990,0,696223,2295489,2015-06-07 03:38:09
717869,0,711990,2295508,2015-06-07 03:38:28
711990,0,725766,2299321,2015-06-07 04:42:01
712275,0,711990,2299329,2015-06-07 04:42:09
704932,0,711990,2301917,2015-06-07 05:25:17
711990,0,712247,2353636,2015-06-07 19:47:16
706794,0,711990,2353697,2015-06-07 19:48:17
703941,0,711990,2371597,2015-06-08 00:46:37
711990,0,729919,2384752,2015-06-08 04:25:52
728186,0,711990,2429862,2015-06-08 16:57:42
711990,0,705305,2429889,2015-06-08 16:58:09
711990,0,713489,2449543,2015-06-08 22:25:43
708214,0,711990,2470284,2015-06-09 04:11:24
711990,0,708399,2500544,2015-06-09 12:35:44
713224,0,711990,2520437,2015-06-09 18:07:17
711990,0,696132,2534155,2015-06-09 21:55:55
706978,0,711990,2543312,2015-06-10 00:28:32
711990,0,713474,2543326,2015-06-10 00:28:46
711990,0,711020,2561865,2015-06-10 05:37:45
713947,0,711990,2600391,2015-06-10 16:19:51
711990,0,712900,2600444,2015-06-10 16:20:44
711990,0,712590,2607562,2015-06-10 18:19:22
