source,etype,target,time,date
713701,0,698599,1569328,2015-05-29 17:55:28
698599,0,698598,1569331,2015-05-29 17:55:31
700384,0,698599,1772858,2015-06-01 02:27:38
698599,0,715361,1772892,2015-06-01 02:28:12
698599,0,713148,1819134,2015-06-01 15:18:54
700600,0,698599,1819185,2015-06-01 15:19:45
714105,0,698599,1834258,2015-06-01 19:30:58
698599,0,710433,1834292,2015-06-01 19:31:32
713474,0,698599,1948161,2015-06-03 03:09:21
698599,0,715244,1950831,2015-06-03 03:53:51
717088,0,698599,2182866,2015-06-05 20:21:06
698599,0,1981017,2182884,2015-06-05 20:21:24
698599,0,716490,2391195,2015-06-08 06:13:15
698599,0,718434,3025157,2015-06-15 14:19:17
707462,0,698599,3025185,2015-06-15 14:19:45
698599,0,714456,3044868,2015-06-15 19:47:48
713266,0,698599,3252837,2015-06-18 05:33:57
733430,0,698599,3354078,2015-06-19 09:41:18
718815,0,698599,4289188,2015-06-30 05:26:28
712567,0,698599,4341273,2015-06-30 19:54:33
723587,0,698599,4351424,2015-06-30 22:43:44
698599,0,721726,4351434,2015-06-30 22:43:54
698599,0,735058,4382759,2015-07-01 07:25:59
713814,0,698599,4382785,2015-07-01 07:26:25
698599,0,744245,4590338,2015-07-03 17:05:38
734017,0,698599,4625272,2015-07-04 02:47:52
705594,0,698599,4697652,2015-07-04 22:54:12
715431,0,698599,4837697,2015-07-06 13:48:17
698599,0,699507,4907034,2015-07-07 09:03:54
698599,0,722245,4939604,2015-07-07 18:06:44
698599,0,718796,5078502,2015-07-09 08:41:42
698599,0,730861,5828126,2015-07-18 00:55:26
712329,0,698599,5828156,2015-07-18 00:55:56
709806,0,698599,5865826,2015-07-18 11:23:46
698599,0,713716,6018473,2015-07-20 05:47:53
714853,0,698599,6018475,2015-07-20 05:47:55
690590,0,698599,7126059,2015-08-02 01:27:39
698599,0,730027,7126072,2015-08-02 01:27:52
683106,0,698599,7163622,2015-08-02 11:53:42
671949,0,698599,7571410,2015-08-07 05:10:10
698599,0,665862,8490663,2015-08-17 20:31:03
698599,0,713474,8809407,2015-08-21 13:03:27
713736,0,698599,8809409,2015-08-21 13:03:29
698599,1,706013,1806220,2015-06-01 11:43:40
698599,1,1376868,1948172,2015-06-03 03:09:32
705288,1,698599,2254925,2015-06-06 16:22:05
698599,1,705085,2254936,2015-06-06 16:22:16
698599,1,711734,2382057,2015-06-08 03:40:57
714853,1,698599,2391135,2015-06-08 06:12:15
1376868,1,698599,2479194,2015-06-09 06:39:54
698599,1,713669,2643970,2015-06-11 04:26:10
698599,1,728330,2743306,2015-06-12 08:01:46
697586,1,698599,3044902,2015-06-15 19:48:22
691606,1,698599,3061272,2015-06-16 00:21:12
698599,1,726106,3237645,2015-06-18 01:20:45
698599,1,700280,3354139,2015-06-19 09:42:19
723792,1,698599,3678923,2015-06-23 03:55:23
698599,1,710552,4112305,2015-06-28 04:18:25
698599,1,741037,4289259,2015-06-30 05:27:39
698599,1,690238,4341360,2015-06-30 19:56:00
698599,1,712247,4523134,2015-07-02 22:25:34
740450,1,698599,4590297,2015-07-03 17:04:57
698599,1,705244,4625295,2015-07-04 02:48:15
742636,1,698599,4648416,2015-07-04 09:13:36
698599,1,292073,4648467,2015-07-04 09:14:27
698599,1,707965,4697667,2015-07-04 22:54:27
713378,1,698599,4752833,2015-07-05 14:13:53
698599,1,714191,4837647,2015-07-06 13:47:27
698599,1,697754,4907029,2015-07-07 09:03:49
698599,1,696429,4932004,2015-07-07 16:00:04
698599,1,718825,4932049,2015-07-07 16:00:49
722591,1,698599,4939600,2015-07-07 18:06:40
698599,1,707750,4946233,2015-07-07 19:57:13
698599,1,714378,5078550,2015-07-09 08:42:30
692836,1,698599,5096074,2015-07-09 13:34:34
694813,1,698599,5306122,2015-07-11 23:55:22
698599,1,713758,5306166,2015-07-11 23:56:06
698599,1,733070,5465257,2015-07-13 20:07:37
698599,1,737188,5465259,2015-07-13 20:07:39
698599,1,716696,5865820,2015-07-18 11:23:40
698599,1,687739,6190982,2015-07-22 05:43:02
698599,1,704449,6191052,2015-07-22 05:44:12
678804,1,698599,6611472,2015-07-27 02:31:12
698599,1,682644,6611477,2015-07-27 02:31:17
714469,1,698599,7047246,2015-08-01 03:34:06
698599,1,702286,7047321,2015-08-01 03:35:21
693221,1,698599,7088321,2015-08-01 14:58:41
698599,1,680382,7163633,2015-08-02 11:53:53
701007,1,698599,7470427,2015-08-06 01:07:07
698599,1,682595,7571388,2015-08-07 05:09:48
717759,1,698599,7774234,2015-08-09 13:30:34
698599,1,708425,7808582,2015-08-09 23:03:02
704513,1,698599,7808591,2015-08-09 23:03:11
698599,1,678206,7856824,2015-08-10 12:27:04
713357,1,698599,8651374,2015-08-19 17:09:34
698599,1,724529,8651455,2015-08-19 17:10:55
698599,1,725009,8830741,2015-08-21 18:59:01
698599,2,2040565,1772892,2015-06-01 02:28:12
698599,2,2040565,2391195,2015-06-08 06:13:15
